BARRIO,SITIO
VILLA MELIDA,VIAS PUBLICAS
RELIQUIA,VIAS PUBLICAS
BARZAL BAJO,VIAS PUBLICAS
DONHA LUZ,VIAS PUBLICAS
REMANSO,VIAS PUBLICAS
VILLA JULIA,VIAS PUBLICAS
LLANO LINDO,VIAS PUBLICAS
JORDAN,VIAS PUBLICAS
ESTERO,VIAS PUBLICAS
CAMINO REAL,VIAS PUBLICAS
MACUNAIMA,CASAS DE HABITACION
COMUNEROS,CASAS DE HABITACION
ESTERO,VIAS PUBLICAS
SANTANDER,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
GOLGOTA,VIAS PUBLICAS
OBRERO,OFICINAS
20 DE JULIO,VIAS PUBLICAS
LORENZO,VIAS PUBLICAS
LORENZO,VIAS PUBLICAS
MORASURCO,VIAS PUBLICAS
SAN JUAN BOSCO,SOBRE ANDEN - VIA PUBLICA
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
AV. CHAMPAGNAT,VIAS PUBLICAS
CENTRO,PARQUES
NIZA III,VIAS PUBLICAS
ESTADIO LIBERTAD,VIAS PUBLICAS
LORENZO,FRENTE A RESIDENCIAS - VIA PUBLICA
PLAZA DEL CARNAVAL,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
EL MORRO,VIAS PUBLICAS
SAN JUAN,VIAS PUBLICAS
BARRIO LOS PINOS,VIAS PUBLICAS
BARRIO LA PLAYA,VIAS PUBLICAS
BARRIO SAN JOSE,LOCAL COMERCIAL
BARRIO LA LIBERTAD,VIAS PUBLICAS
BARRIO SIMON BOLIVAR,VIAS PUBLICAS
BARRIO CENTRO,VIAS PUBLICAS
PABLO VI,SOBRE ANDEN - VIA PUBLICA
CENTRO,VIAS PUBLICAS
CIUDADELA UNIVERSITARIA,CASAS DE HABITACION
PERPETUO SOCORRO,PLAZAS DE MERCADO
SAN FERNANDO,VIAS PUBLICAS
MIRAFLORES BAJO,VIAS PUBLICAS
ZONA CENTRO,VIAS PUBLICAS
PLAZOLETA LA VILLA,CASAS DE HABITACION
LOS NARANJOS,VIAS PUBLICAS
VILLAVICENCIO,VIAS PUBLICAS
SECTOR AV 30 AGO ENTRE CL 37 Y 41,VIAS PUBLICAS
SECTOR COMERCIAL,VIAS PUBLICAS
SANTA ISABEL,VIAS PUBLICAS
LA ESPERANZA,VIAS PUBLICAS
JARDINES DE COAVICONSA,CASAS DE HABITACION
NUEVO SOTOMAYOR,VIAS PUBLICAS
SAN RAFAEL,VIAS PUBLICAS
SAN FRANCISCO,VIAS PUBLICAS
KENNEDY,VIAS PUBLICAS
LA PAZ E2,VIAS PUBLICAS
BUCARAMANGA,VIAS PUBLICAS
LAGOS I,CASAS DE HABITACION
HACIENDA SAN JUAN,CANCHA DE FUTBOL
CONVIVIR,VIAS PUBLICAS
CENTRO P/TA,VIAS PUBLICAS
EL PROGRESO,PARQUES
ESPANHA,VIAS PUBLICAS
HACIENDA PIEDRAPINTADA,VIAS PUBLICAS
EL CARMEN,CASAS DE HABITACION
ESTACION,TERMINAL DE TRANSPORTES
CADIZ,VIAS PUBLICAS
TOLIMA GRANDE,VIAS PUBLICAS
JORDAN MUTIFAMILIARES,VIAS PUBLICAS
SANTA RITA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
VERSALLES E2,VIAS PUBLICAS
CIUDAD CAPRI E17,VIAS PUBLICAS
LOS LAGOS E13,VIAS PUBLICAS
PRADOS DEL NORTE E2,BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
CGTO LA VORAGINE E22,VEHICULO
PRADOS DEL NORTE E2,TERMINAL DE TRANSPORTES
LOS LAGOS E13,VIAS PUBLICAS
VALLE GRANDE E21,VIAS PUBLICAS
VILLA DEL LAGO E13,VIAS PUBLICAS
ALTAMIRA,VIAS PUBLICAS
CENTRAL,VIAS PUBLICAS
LAS FLORES,VIAS PUBLICAS
CAMILO CORTEZ,VIAS PUBLICAS
MARCELIANO CANYES,CASAS DE HABITACION
EL CAUNZAL,LOCAL COMERCIAL
MANZANAREZ,CASAS DE HABITACION
CIUDADELA DEL NORTE,VIAS PUBLICAS
CIUDADELA DEL NORTE,VIAS PUBLICAS
CIUDADELA DEL NORTE,VIAS PUBLICAS
BRISAS DE URABA,CASAS DE HABITACION
LA MINA,VIAS PUBLICAS
SAN JOSE,OFICINAS
CENTRO,VIAS PUBLICAS
TRIANA,CASAS DE HABITACION
SANTA MARIA # 3,VIAS PUBLICAS
EL DORADO,VIAS PUBLICAS
SEVILLA  C-4,VIAS PUBLICAS
LAURELES C-11,VIAS PUBLICAS
JARDIN BOTANICO  C-4,VIAS PUBLICAS
LOS CERROS EL VERGEL  C-9,VIAS PUBLICAS
ASTORGA C-14,VIAS PUBLICAS
LA FRANCIA  C-2,CASAS DE HABITACION
PRADO C-10,VIAS PUBLICAS
VILLANUEVA C-10,VIAS PUBLICAS
LOS PINOS C-12,VIAS PUBLICAS
ESTACION VILLA C-10,VIAS PUBLICAS
CORDOBA C-7,INTERIOR VEHICULO SERVICIO PUBLICO
VILLANUEVA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
EL POBLADO C-14,VIAS PUBLICAS
ROSALES C-16,ALMACENES
DON BOSCO,VIAS PUBLICAS
SAN ROQUE,VIAS PUBLICAS
EL RECREO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
SILENCIO,VIAS PUBLICAS
CENTRO,BOMBA DE GASOLINA
REBOLO,VIAS PUBLICAS
CIUDADELA 20 DE JULIO,VIAS PUBLICAS
BARRIO BOYACA ALTO,VIAS PUBLICAS
SANTANDER,CASAS DE HABITACION
BARRIO CENTRO,VIAS PUBLICAS
SEVILLA,VIAS PUBLICAS
VILLA UNIVERSITARIA,VIAS PUBLICAS
CENTRO,LOCAL COMERCIAL
VDA PURNIO,VEHICULO
SECTOR EL CABLE,VIAS PUBLICAS
SECTOR EL CABLE,PANADERIAS
CENTRO,VIAS PUBLICAS
SECTOR BELLAS ARTES,PARADERO DE BUSES
CENTRO,VIAS PUBLICAS
SECTOR EL CABLE,RESTAURANTES
CENTRO,ALMACENES
CENTRO,VIAS PUBLICAS
SECTOR EL CABLE,VIAS PUBLICAS
SECTOR EL CABLE,VIAS PUBLICAS
EL RAICERO,VIAS PUBLICAS
VILLAMONICA,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
VILLA MARIA,SOBRE ANDEN - VIA PUBLICA
LUIS MARIA JIMENEZ,VIAS PUBLICAS
HOBO,CENTRO COMERCIAL
LOS ALMENDROS,CASAS DE HABITACION
LOS ALMENDROS,CASAS DE HABITACION
URBANIZACION PERPETUO SOCORRO,VIAS PUBLICAS
VEREDA,CARRETERA
GALAN,VIAS PUBLICAS
URB. LA RIVIERA,VIAS PUBLICAS
CHUCHURUBI,VIAS PUBLICAS
SIMON BOLIVAR,VIAS PUBLICAS
LA ESTRADA E-10,INTERIOR VEHICULO SERVICIO PUBLICO
LOS CEDRITOS E-1,LOCAL COMERCIAL
LA CAPUCHINA E-3,VIAS PUBLICAS
RESTREPO E-15,VIAS PUBLICAS
LA GIRALDA E-9,VIAS PUBLICAS
LAGO GAITAN E-2,VIAS PUBLICAS
LAS DELICIAS   E-8,VIAS PUBLICAS
NIZA XII E-11,VIAS PUBLICAS
SANTA MATILDE I SECTOR E-16,VIAS PUBLICAS
SAMPER E-3,ESTACION TRANSMILENIO PROFAMILIA
BOSQUE CALDERON E-2,VIAS PUBLICAS
POLO CLUB E-12,VIAS PUBLICAS
SANTA ISABEL E-14,OFICINAS
PATIO BONITO I E-8,VIAS PUBLICAS
SAN ANTONIO E-15,ESTACION TRANSMILENIO NARINHO
CHICO I E-2,TRANSPORTE PUBLICO
EL CENTENARIO E-18,VIAS PUBLICAS
TINTAL    E-8,VIAS PUBLICAS
VILLA DEL RINCON E-11,VIAS PUBLICAS
CENTRO ANTONIO NARINHO E-13,VIAS PUBLICAS
VENECIA E-6,VIAS PUBLICAS
QUIROGA IHS ETAPA E-18,VIAS PUBLICAS
CHAPINERO CENTRAL E-2,VIAS PUBLICAS
URB. MANUELA BELTRAN E-19,VIAS PUBLICAS
URB. LA PUERTA DEL SOL E-11,VIAS PUBLICAS
CHICO I E-2,VIAS PUBLICAS
MARIA PAZ E-8,VIAS PUBLICAS
CHICO NAVARRA E-1,VIAS PUBLICAS
URB. CLARET EL CARMEN E-6,VIAS PUBLICAS
MARIA PAZ E-8,VIAS PUBLICAS
LAS MARGARITAS E-8,ESTACION TRANSMILENIO PORTAL AMERICAS
QUIROGA VII ETAPA E-18,VIAS PUBLICAS
GALAN,CASAS DE HABITACION
CENTRO,VIAS PUBLICAS
BARRIO LA ESPERANZA,"BARES, CANTINAS Y SIMILARES"
URBANIZACION EL TESORO,VIAS PUBLICAS
URBANIZACION EL TESORO,VIAS PUBLICAS
SAN FRANCISCO DE ASIS,VIAS PUBLICAS
SAN FRANCISCO DE ASIS,VIAS PUBLICAS
RAFAEL AZUERO MANCHOLA,VIAS PUBLICAS
SUCRE,OFICINAS
LOS PINOS,VIAS PUBLICAS
TEYUNA,VIAS PUBLICAS
DON DIEGO,PLAYA
CENTRO,VIAS PUBLICAS
RODADERO TRADICIONAL,PLAYA
CENTRO,LOCAL COMERCIAL
VEREDA BARCELONA,VIAS PUBLICAS
COMUNEROS,VIAS PUBLICAS
LA ESPERANZA VII ETAPA,VIAS PUBLICAS
CAUDAL ORIENTAL,PARQUES
PORVENIR,VIAS PUBLICAS
CAMINO REAL,VIAS PUBLICAS
GUATIQUIA,VIAS PUBLICAS
MONTECARLO,VIAS PUBLICAS
20 DE JULIO,VIAS PUBLICAS
YERBABUENA,VIAS PUBLICAS
AVENIDA PANAMERICANA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CRUZ VERDE,VIAS PUBLICAS
CRUZ VERDE,LOCAL COMERCIAL
OBRERO,CASAS DE HABITACION
AVENIDA PANAMERICANA,VIAS PUBLICAS
LORENZO,VIAS PUBLICAS
MARILUZ,FRENTE A RESIDENCIAS - VIA PUBLICA
MIRAFLORES I,VIAS PUBLICAS
LA AURORA,APARTAMENTO
CHAPAL,SOBRE ANDEN - VIA PUBLICA
BARRIO QUINTA VELEZ,VIAS PUBLICAS
BARRIO SANTO DOMINGO,VIAS PUBLICAS
BARRIO LATINO,VIAS PUBLICAS
BARIO LA RIVIERA,VIAS PUBLICAS
BARRIO PATIO CENTRO,VIAS PUBLICAS
BARRIO SAN AGUSTIN,VIAS PUBLICAS
BARRIO SAN AGUSTIN,PARQUES
CENTRO,PARQUES
MONTEVIDEO,VIAS PUBLICAS
ZONA CENTRO,VIAS PUBLICAS
PINARES DE SAN MARTIN,VIAS PUBLICAS
JARDIN I,VIAS PUBLICAS
OLAYA HERRERA,DISCOTECAS
PRIMERO DE FEBRERO 1,VIAS PUBLICAS
SECTOR VIADUCTO,VIAS PUBLICAS
SECTOR PLAZA DE BOLIVAR,VIAS PUBLICAS
LA ISLA (V/SANTANA),VIAS PUBLICAS
B. SAN VICENTE DE PAUL,VIAS PUBLICAS
B. SAN VICENTE DE PAUL,VIAS PUBLICAS
SANTA ANA,VIAS PUBLICAS
GALAN GOMEZ,CENTRO COMERCIAL
VILLARELIS III,VIAS PUBLICAS
CABECERA DEL LLANO,PARQUES
CABECERA DEL LLANO,PARQUES
CENTRO,VIAS PUBLICAS
TRANSICION IV,DENTRO DE LA VIVIENDA
ANTIGUO CAMPESTRE,RESTAURANTES
DANGOND,VIAS PUBLICAS
LA CONCORDIA,VIAS PUBLICAS
LAGOS I,VIAS PUBLICAS
LAGOS I,VIAS PUBLICAS
ANILLO VIAL,VIAS PUBLICAS
VILLA MERLANO,VIAS PUBLICAS
CENTRO,CASAS DE HABITACION
URB. LAS COLINAS,VIAS PUBLICAS
URB. LAS COLINAS,VIAS PUBLICAS
FLORENCIA,VIAS PUBLICAS
LA MANO DE DIOS,TIENDA
URB. LOS TEJARES,VIAS PUBLICAS
CARMENZA ROCHA,VIAS PUBLICAS
CARMENZA ROCHA,VIAS PUBLICAS
CENTRO,INTERIOR VEHICULO PARTICULAR
CENTRO,VIAS PUBLICAS
EL CARMEN,VIAS PUBLICAS
LAS PALMERAS (URB.),CONSTRUCCION
LAURELES,VIAS PUBLICAS
PRADOS DEL NORTE,VIAS PUBLICAS
JORDAN III ETAPA,VIAS PUBLICAS
LA MIEL,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
EL CENTRO,LOCAL COMERCIAL
EL POBLADO II E13,VIAS PUBLICAS
JOSE M. MARROQUIN II E14,VIAS PUBLICAS
JOSE M. MARROQUIN II E14,VIAS PUBLICAS
LAS DELICIAS E4,LOCAL COMERCIAL
LOS GUADUALES E6,DENTRO DE LA VIVIENDA
CALIMIO DESEPAZ E21,VIAS PUBLICAS
CIUDAD CAPRI E17,PANADERIAS
CIUDAD CAPRI E17,LOCAL COMERCIAL
COMPARTIR E21,VIAS PUBLICAS
VENEZ - URB. CANHAVER E20,VIAS PUBLICAS
BASE AEREA E7,VIAS PUBLICAS
MARIANO RAMOS E16,VIAS PUBLICAS
EL CEDRO E19,VIAS PUBLICAS
PUERTO MALLARINO E7,VIAS PUBLICAS
PRADOS DEL NORTE E2,VIAS PUBLICAS
COLSEGUROS ANDES E10,VIAS PUBLICAS
VIA CALI CANDELARIA (23-S-6-1),CARRETERA
EL CARMELO,VIAS PUBLICAS
BOLIVAR E25,OFICINAS
JOSE MARIA HERNANDEZ,VIAS PUBLICAS
SAN GERMAN,CASAS DE HABITACION
ZONA INDUSTRIAL #1,VIAS PUBLICAS
CAROLINA,VIAS PUBLICAS
LAS PLAYAS C-16,VIAS PUBLICAS
GUAYAQUIL C-10,VIAS PUBLICAS
JESUS NAZARENO C-10,ESTACION DEL METRO
CASTILLA C-5,SEMAFORO
CASTILLA C-5,VIAS PUBLICAS
SANTA FE C-15,VIAS PUBLICAS
ESTADIO C-11,VIAS PUBLICAS
LA MOTA C-16,VIAS PUBLICAS
PRADO C-10,VIAS PUBLICAS
MANILA C-14,VIAS PUBLICAS
UINIVERSIDAD DE ANTIOQUIA  C-4,VIAS PUBLICAS
FLORENCIA C-5,VIAS PUBLICAS
LAS PALMAS C-10,VIAS PUBLICAS
LAS INDEPENDENCIAS C-13,VIAS PUBLICAS
EL POBLADO C-14,VIAS PUBLICAS
ESTACION VILLA C-10,VIAS PUBLICAS
BARRIO COLOMBIA C-14,ESTACION DEL METRO
EL CHAGUALO C-10,VIAS PUBLICAS
LA FLORESTA C-12,VIAS PUBLICAS
KENNEDY C-6,VIAS PUBLICAS
ESTACION VILLA C-10,VIAS PUBLICAS
SANTA ANA,VIAS PUBLICAS
LA PRADERA,VIAS PUBLICAS
GRANADILLO,BUS MEGABUS
SANTO DOMINGO DE GUZMAN,VIAS PUBLICAS
VILLA SANTOS,VIAS PUBLICAS
EL SANTUARIO,VIAS PUBLICAS
VILLA SANTOS,VIAS PUBLICAS
EL RIO,VIAS PUBLICAS
GETSEMANI,VIAS PUBLICAS
EL PROGRESO,CASAS DE HABITACION
EL PROGRESO,CASAS DE HABITACION
EL PROGRESO,CASAS DE HABITACION
PLAZA PRINCIPAL LOS LIBERTADORES,VIAS PUBLICAS
BARRIO CENTRO,VIAS PUBLICAS
BARRIO EL TOPO,PARQUEADERO
CENTRO,VIAS PUBLICAS
CENTRO,HOSPITALES
GUAYACANES,VIAS PUBLICAS
BARRIO CHIPRE,INTERIOR VEHICULO PARTICULAR
CENTRO,VIAS PUBLICAS
SECTOR COLEGIO INEM,FONDAS
FUNDADORES,INTERIOR VEHICULO SERVICIO PUBLICO
CENTRO,VIAS PUBLICAS
NUEVA GRANADA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
SECTOR PARQUE SAN SEBASTIAN,VIAS PUBLICAS
ALTOS DE MOLINO,CASAS DE HABITACION
EL VISO,CASAS DE HABITACION
CENTRO,VIAS PUBLICAS
CENTRO,PARQUES
PONTEVEDRA,VIAS PUBLICAS
CIUDADELA 450 ANHOS,VIAS PUBLICAS
LAS MARGARITAS,SOBRE ANDEN - VIA PUBLICA
MINUTO DE DIOS,VIAS PUBLICAS
ALTO KENNEDY,VIAS PUBLICAS
LA FLORESTA,VIAS PUBLICAS
LA FLORIDA E-10,VIAS PUBLICAS
BACHUE E-10,VIAS PUBLICAS
LAS AGUAS E-17,VEHICULO
ROSALES E-2,FRENTE A EDIFICIO - VIA PUBLICA
SAN VICTORINO E-14,TRANSPORTE PUBLICO
LAS NIEVES E-3,VIAS PUBLICAS
RINCON VILLA MAYOR E-6,CENTRO COMERCIAL
MARLY E-2,ESTACION TRANSMILENIO MARLY
RINCON DE LOS ANGELES  E-8,VIAS PUBLICAS
EL TINTAL E-9,ESTACION TRANSMILENIO TV. 86
MONTEVIDEO E-9,INTERIOR VEHICULO SITP
OLAYA E-18,VIAS PUBLICAS
URB. CATALINA E-8,CANCHA DE FUTBOL
GUSTAVO RESTREPO E-18,ESTACION TRANSMILENIO QUIROGA
AURES II E-11,VIAS PUBLICAS
BOSQUE POPULAR E-10,INTERIOR VEHICULO SITP
CIUDAD KENNEDY OCC E-8,VIAS PUBLICAS
LOS PERIODISTAS E-8,VIAS PUBLICAS
LA INDEPENDENCIA E-7,VIAS PUBLICAS
SAN CRISTOBAL E-4,VIAS PUBLICAS
OLARTE E-7,ESTACION TRANSMILENIO PORTAL DEL SUR
LA SOLEDAD E-13,VIAS PUBLICAS
EL NEVADO E-5,VIAS PUBLICAS
GALERIAS E-13,VIAS PUBLICAS
LA PERLA E-5,VIAS PUBLICAS
RICAURTE E-14,VIAS PUBLICAS
SIDAUTO E-10,VIAS PUBLICAS
CARVAJAL E-8,VIAS PUBLICAS
URB. LA CHUCUA E-8,ALIMENTADOR BUS TRANSMILENIO
SANTANDER,PELUQUERIA Y SIMILARES
EL PROGRESO,FRENTE A RESIDENCIAS - VIA PUBLICA
EL RETIRO,VIAS PUBLICAS
CENTRO,TERMINAL DE TRANSPORTES
SUR ORIENTALES,VIAS PUBLICAS
ACACIAS ETAPA II,LOCAL COMERCIAL
VILLA CAROLINA,VIAS PUBLICAS
RODADERO SUR,VIAS PUBLICAS
13 DE JUNIO,VIAS PUBLICAS
TENERIA,VIAS PUBLICAS
SAN FRANCISCO,VIAS PUBLICAS
LAS VEGAS,VIAS PUBLICAS
BULEVAR LA 19,VIAS PUBLICAS
CENTRO HISTORICO,"HOTELES, RESIDENCIAS, Y SIMILARES."
EL MANACACIAS,RIOS
VILLA JULIA,VIAS PUBLICAS
VEREDA VANGUARDIA,RIOS
VILLA JULIA,VIAS PUBLICAS
OLIMPICO,CASAS DE HABITACION
7 DE AGOSTO,"BARES, CANTINAS Y SIMILARES"
SAN BENITO,VIAS PUBLICAS
EL BUQUE,ALMACENES
ARIGUANI,VIAS PUBLICAS
VILLA MARIA,VIAS PUBLICAS
AVENIDA PANAMERICANA,FRENTE CLINICA U HOSPITAL - VIA PUBLICA
BALCONES DE LA FRONTERA,FRENTE CONJUNTO - VIA PUBLICA
CHAMBU,VIAS PUBLICAS
LOS CHILCOS,VIAS PUBLICAS
AVENIDA PANAMERICANA,VIAS PUBLICAS
LA RIVERA,VIAS PUBLICAS
SAN IGNACIO,VIAS PUBLICAS
CHAPAL,VIAS PUBLICAS
PLAZA DEL CARNAVAL,VIAS PUBLICAS
ESTADIO LIBERTAD,VIAS PUBLICAS
AV. ESTUDIANTES,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
ESTADIO LIBERTAD,VIAS PUBLICAS
ESTADIO LIBERTAD,VIAS PUBLICAS
ESTADIO LIBERTAD,VIAS PUBLICAS
AV. CHAMPAGNAT,FRENTE A COLEGIO - VIA PUBLICA
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
SANTA MONICA,VIAS PUBLICAS
ESTADIO LIBERTAD,VIAS PUBLICAS
SAN JUAN BOSCO,VIAS PUBLICAS
ESTADIO LIBERTAD,VIAS PUBLICAS
ESTADIO LIBERTAD,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
NIZA II,CONJUNTO RESIDENCIAL
ESTADIO LIBERTAD,VIAS PUBLICAS
JULIAN BUCHELI,VIAS PUBLICAS
JULIAN BUCHELI,VIAS PUBLICAS
ESTADIO LIBERTAD,VIAS PUBLICAS
BACHUE,VIAS PUBLICAS
SIMON BOLIVAR,PARQUES
BARRIO PRADOS DEL NORTE,VIAS PUBLICAS
BARRIO CERRO PICO,INTERIOR VEHICULO SERVICIO PUBLICO
BARRIO LATINO,VIAS PUBLICAS
BARRIO CENTRO,LOCAL COMERCIAL
BARRIO VIDELSO,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
BOSQUES DE PALERMO,VIAS PUBLICAS
ECOMAR,APARTAMENTO
BOMBAY,VIAS PUBLICAS
LOS LAGOS,VIAS PUBLICAS
SECTOR PARQUE LA LIBERTAD,VIAS PUBLICAS
SECTOR PLAZA DE BOLIVAR,VIAS PUBLICAS
SECTOR GALERIA CENTRAL,VIAS PUBLICAS
SECTOR ZONA ROSA,VIAS PUBLICAS
B. CENTRO,SOBRE ANDEN - VIA PUBLICA
B. CENTRO,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
EL TRAPICHE,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
GALAN GOMEZ,VIAS PUBLICAS
CABECERA DEL LLANO,VIAS PUBLICAS
SAN GERARDO,VIAS PUBLICAS
VILLAS DE SAN IGNACIO,VIAS PUBLICAS
CALDAS,IGLESIA
ALTAMIRA,VIAS PUBLICAS
LOS CAMBULOS,VIAS PUBLICAS
POBLADO,VIAS PUBLICAS
PALTO ALTO,CASAS DE HABITACION
LAS DELICIAS,VIAS PUBLICAS
BOSTON,VIAS PUBLICAS
PLAZA MAJAGUAL,VIAS PUBLICAS
PLAZA MAJAGUAL,PANADERIAS
LIBERTADOR,VIAS PUBLICAS
VRDA. AMAYARCO,VIAS PUBLICAS
VRDA. AMAYARCO,VIAS PUBLICAS
BALCANES,FRENTE A RESIDENCIAS - VIA PUBLICA
QUINTAS,VIAS PUBLICAS
MIRAMAR,CASAS DE HABITACION
20 DE JULIO,VIAS PUBLICAS
VRDA. EL PINAL,VIAS PUBLICAS
VRDA MALACHI,FINCAS Y SIMILARES
VIA BUENAVENTURA - BUGA,FINCAS Y SIMILARES
CENTRO,VIAS PUBLICAS
EL CARMEN,CASAS DE HABITACION
ANTONIO NARINHO E16,VIAS PUBLICAS
SAN CARLOS E11,VIAS PUBLICAS
EL TRONCAL E8,VIAS PUBLICAS
LILI E17,VIAS PUBLICAS
VILLA DEL SUR E11,VIAS PUBLICAS
PAMPA LINDA E19,VIAS PUBLICAS
VALLE GRANDE E21,RESTAURANTES
LOS ALCAZARES E6,BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
EL LIDO E19,INSTALACIONES DE LA POLICIA
LILI E17,VIAS PUBLICAS
LILI E17,VIAS PUBLICAS
JOSE MARIA CABAL,VIAS PUBLICAS
SEMBRADOR,VIAS PUBLICAS
OLIMPICO,VIAS PUBLICAS
DEPORTIVO,PLAYA
NAVARRA,VIAS PUBLICAS
CIUDAD NIQUIA,VIAS PUBLICAS
LA ARBOLEDA,VIAS PUBLICAS
MESA,"BARES, CANTINAS Y SIMILARES"
ZONA CENTRO,VIAS PUBLICAS
PILSEN,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
LA BOMBA,VIAS PUBLICAS
LAS VIOLETAS C-16,VIAS PUBLICAS
LAS ACACIAS C-11,VIAS PUBLICAS
CONQUISTADORES C-11,VIAS PUBLICAS
ASTORGA C-14,VIAS PUBLICAS
GUAYABAL C-15,VIAS PUBLICAS
ESTACION VILLA C-10,SEMAFORO
LA CANDELARIA C-10,VIAS PUBLICAS
EL RODEO C-15,VIAS PUBLICAS
BELEN C-16,INTERIOR VEHICULO SERVICIO PUBLICO
CRISTO REY C-15,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
ASTORGA C-14,VIAS PUBLICAS
LA CAMELIA,VIAS PUBLICAS
CIUDADELA 20 DE JULIO,VIAS PUBLICAS
LOS ANGELES,VIAS PUBLICAS
EL BOSQUE,CASAS DE HABITACION
MIRAMAR,VIAS PUBLICAS
SOLEDAD 2000,DENTRO DE LA VIVIENDA
LAS GAVIOTAS,VEHICULO
LOS CUSULES,VIAS PUBLICAS
EL CABRERO,VIAS PUBLICAS
EL LAGUITO,VIAS PUBLICAS
BOCAGRANDE,VIAS PUBLICAS
BARRIO CENTRO,VIAS PUBLICAS
BARRIO CENTRO,VIAS PUBLICAS
PARQUE PRINCIPAL,VIAS PUBLICAS
CENTRO,RESTAURANTES
BARRIO LAS PENHITAS,VIAS PUBLICAS
LA PRADERA,VIAS PUBLICAS
LA FELISA,PARQUEADERO
CENTENARIO,"BARES, CANTINAS Y SIMILARES"
LOS ALCAZARES,INTERIOR VEHICULO PARTICULAR
CENTRO,SUPERMERCADOS
CENTRO,VIAS PUBLICAS
PLAZA DE TOROS,DISCOTECAS
LA ESTRELLA,FRENTE A DISCOTECAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
EL CARMELO,VIAS PUBLICAS
HISPANIA,VIAS PUBLICAS
LA CANDELARIA,VIAS PUBLICAS
SECTOR PARQUE SAN SEBASTIAN,VIAS PUBLICAS
SECTOR PARQUE SAN SEBASTIAN,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
VIA A FLORENCIA,RIOS
20 DE JULIO,TIENDA
PROGRESO III,VIAS PUBLICAS
NUEVO HABITAD,CASAS DE HABITACION
VDA TUNIA,CARRETERA
SANTA CLARA,VIAS PUBLICAS
LA ALDEA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
MORALES DUQUE,VIAS PUBLICAS
CENTRO,PARQUES
INV. LA PRADERA,VIAS PUBLICAS
EL PARAISO,"HOTELES, RESIDENCIAS, Y SIMILARES."
DON CARMELO,VIAS PUBLICAS
LOS ROSALES,VIAS PUBLICAS
AMERICAS,VIAS PUBLICAS
LA ESPERANZA,VIAS PUBLICAS
CHUCHURUBI,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
COSTA DE ORO,VIAS PUBLICAS
MUZU E-6,VIAS PUBLICAS
VISION DE COLOMBIA E-8,CASAS DE HABITACION
CHAPINERO CENTRAL E-2,VIAS PUBLICAS
SAN DIEGO BOSA E-7,TRANSPORTE PUBLICO
LA ESPERANZA E-12,ESTACION TRANSMILENIO CALLE 63
LA ESTANCIA E-19,VIAS PUBLICAS
BELLAVISTA E-8,VIAS PUBLICAS
SALAZAR GOMEZ E-16,TRANSPORTE PUBLICO
LOS DOS PUENTES,VIAS PUBLICAS
CARVAJAL E-8,CASAS DE HABITACION
EL RETIRO E-2,VIAS PUBLICAS
BOSA CARBONEL II E-7,VIAS PUBLICAS
URB. MADELENA I Y II SECTOR E-19,VIAS PUBLICAS
LOS NARANJOS E-7,VIAS PUBLICAS
MODELO E-12,VIAS PUBLICAS
LA PLAYA E-19,VIAS PUBLICAS
VER.GUACIMAL,CARRETERA
TRAMO DE VIA ALBANIA - CUESTESITAS,TRAMO DE VIA
OVIDIO MEJIA,VIAS PUBLICAS
JOSE D BOSCAN,CASAS DE HABITACION
JOSE D BOSCAN,CASAS DE HABITACION
ACACIAS ETAPA II,INTERIOR VEHICULO PARTICULAR
LAS GRANJAS,VIAS PUBLICAS
SAN JORGE,LOCAL COMERCIAL
