MUNICIPIO,SITIO
PASTO (CT),VIAS PUBLICAS
PASTO (CT),PARQUES
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
SAN ANDRES DE TUMACO,VIAS PUBLICAS
TUQUERRES,VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),LOCAL COMERCIAL
CUCUTA (CT),VIAS PUBLICAS
OCANHA,VIAS PUBLICAS
SAN CAYETANO,VIAS PUBLICAS
MOCOA (CT),SOBRE ANDEN - VIA PUBLICA
MOCOA (CT),VIAS PUBLICAS
MOCOA (CT),CASAS DE HABITACION
SANTIAGO,PLAZAS DE MERCADO
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
CALARCA,VIAS PUBLICAS
CALARCA,CASAS DE HABITACION
DOSQUEBRADAS,VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),CASAS DE HABITACION
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
FLORIDABLANCA,CASAS DE HABITACION
FLORIDABLANCA,CANCHA DE FUTBOL
GIRON,VIAS PUBLICAS
PIEDECUESTA,VIAS PUBLICAS
SANTIAGO DE TOLU,PARQUES
SINCELEJO (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),CASAS DE HABITACION
IBAGUE (CT),TERMINAL DE TRANSPORTES
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
MELGAR,VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
CALI (CT),VEHICULO
CALI (CT),TERMINAL DE TRANSPORTES
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PUERTO CARRENHO (CT),VIAS PUBLICAS
LETICIA (CT),CASAS DE HABITACION
ABEJORRAL,LOCAL COMERCIAL
APARTADO,CASAS DE HABITACION
BELLO,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
CHIGORODO,CASAS DE HABITACION
ENVIGADO,VIAS PUBLICAS
ENVIGADO,OFICINAS
ITAGUI,VIAS PUBLICAS
ITAGUI,CASAS DE HABITACION
ITAGUI,VIAS PUBLICAS
LA ESTRELLA,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),CASAS DE HABITACION
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ALMACENES
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),BOMBA DE GASOLINA
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
CHIQUINQUIRA,VIAS PUBLICAS
DUITAMA,CASAS DE HABITACION
DUITAMA,VIAS PUBLICAS
DUITAMA,VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),LOCAL COMERCIAL
LA DORADA,VEHICULO
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),PANADERIAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),PARADERO DE BUSES
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),RESTAURANTES
MANIZALES (CT),ALMACENES
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
FLORENCIA (CT),SOBRE ANDEN - VIA PUBLICA
AGUAZUL,VIAS PUBLICAS
YOPAL (CT),CENTRO COMERCIAL
YOPAL (CT),CASAS DE HABITACION
YOPAL (CT),CASAS DE HABITACION
POPAYAN (CT),VIAS PUBLICAS
BECERRIL,CARRETERA
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
AGUA DE DIOS,VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PROFAMILIA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),OFICINAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO NARINHO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL AMERICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
FUSAGASUGA,CASAS DE HABITACION
SOACHA,VIAS PUBLICAS
SAN JOSE DEL GUAVIARE (CT),"BARES, CANTINAS Y SIMILARES"
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
PITALITO,OFICINAS
PITALITO,VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),PLAYA
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),PLAYA
PUERTO LOPEZ,LOCAL COMERCIAL
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),PARQUES
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
IPIALES,LOCAL COMERCIAL
IPIALES,CASAS DE HABITACION
IPIALES,VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),VIAS PUBLICAS
PASTO (CT),APARTAMENTO
PASTO (CT),SOBRE ANDEN - VIA PUBLICA
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
LOS PATIOS,VIAS PUBLICAS
OCANHA,VIAS PUBLICAS
OCANHA,PARQUES
MOCOA (CT),PARQUES
ARMENIA (CT),VIAS PUBLICAS
CALARCA,VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),DISCOTECAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
SANTA ROSA DE CABAL,VIAS PUBLICAS
SANTA ROSA DE CABAL,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,CENTRO COMERCIAL
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),PARQUES
BUCARAMANGA (CT),PARQUES
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),DENTRO DE LA VIVIENDA
BUCARAMANGA (CT),RESTAURANTES
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
GIRON,VIAS PUBLICAS
SAN BENITO ABAD,VIAS PUBLICAS
SAN MARCOS,CASAS DE HABITACION
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),TIENDA
SINCELEJO (CT),VIAS PUBLICAS
CHAPARRAL,VIAS PUBLICAS
CHAPARRAL,VIAS PUBLICAS
GUAMO,INTERIOR VEHICULO PARTICULAR
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),CONSTRUCCION
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
PURIFICACION,VIAS PUBLICAS
ROVIRA,VIAS PUBLICAS
ALCALA,LOCAL COMERCIAL
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),LOCAL COMERCIAL
CALI (CT),DENTRO DE LA VIVIENDA
CALI (CT),VIAS PUBLICAS
CALI (CT),PANADERIAS
CALI (CT),LOCAL COMERCIAL
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CANDELARIA,CARRETERA
GUADALAJARA DE BUGA,VIAS PUBLICAS
YUMBO,OFICINAS
LETICIA (CT),VIAS PUBLICAS
CISNEROS,CASAS DE HABITACION
ITAGUI,VIAS PUBLICAS
MARINILLA,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),SEMAFORO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
SABANETA,VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),BUS MEGABUS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
MORALES (BOLIVAR),CASAS DE HABITACION
MORALES (BOLIVAR),CASAS DE HABITACION
MORALES (BOLIVAR),CASAS DE HABITACION
DUITAMA,VIAS PUBLICAS
DUITAMA,VIAS PUBLICAS
TUNJA (CT),PARQUEADERO
LA DORADA,VIAS PUBLICAS
LA DORADA,HOSPITALES
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),INTERIOR VEHICULO PARTICULAR
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),FONDAS
MANIZALES (CT),INTERIOR VEHICULO SERVICIO PUBLICO
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
VILLAMARIA,CASAS DE HABITACION
MANI,CASAS DE HABITACION
POPAYAN (CT),VIAS PUBLICAS
SILVIA,PARQUES
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
QUIBDO (CT),SOBRE ANDEN - VIA PUBLICA
QUIBDO (CT),VIAS PUBLICAS
LORICA,VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),FRENTE A EDIFICIO - VIA PUBLICA
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CENTRO COMERCIAL
BOGOTA D.C. (CT),ESTACION TRANSMILENIO MARLY
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO TV. 86
BOGOTA D.C. (CT),INTERIOR VEHICULO SITP
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CANCHA DE FUTBOL
BOGOTA D.C. (CT),ESTACION TRANSMILENIO QUIROGA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SITP
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL DEL SUR
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ALIMENTADOR BUS TRANSMILENIO
FUSAGASUGA,PELUQUERIA Y SIMILARES
SIBATE,FRENTE A RESIDENCIAS - VIA PUBLICA
FONSECA,VIAS PUBLICAS
MAICAO,TERMINAL DE TRANSPORTES
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),LOCAL COMERCIAL
NEIVA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),"HOTELES, RESIDENCIAS, Y SIMILARES."
PUERTO GAITAN,RIOS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),RIOS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),"BARES, CANTINAS Y SIMILARES"
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),ALMACENES
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
IPIALES,FRENTE CLINICA U HOSPITAL - VIA PUBLICA
IPIALES,FRENTE CONJUNTO - VIA PUBLICA
IPIALES,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A COLEGIO - VIA PUBLICA
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),CONJUNTO RESIDENCIAL
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
TUQUERRES,PARQUES
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),LOCAL COMERCIAL
LOS PATIOS,VIAS PUBLICAS
PUERTO ASIS,VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
CALARCA,APARTAMENTO
DOSQUEBRADAS,VIAS PUBLICAS
DOSQUEBRADAS,VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
SANTA ROSA DE CABAL,VIAS PUBLICAS
SANTA ROSA DE CABAL,SOBRE ANDEN - VIA PUBLICA
SANTA ROSA DE CABAL,VIAS PUBLICAS
BARBOSA,VIAS PUBLICAS
BARBOSA,VIAS PUBLICAS
BARBOSA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
FLORIDABLANCA,IGLESIA
FLORIDABLANCA,VIAS PUBLICAS
GIRON,VIAS PUBLICAS
GIRON,VIAS PUBLICAS
SAN ONOFRE,CASAS DE HABITACION
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),PANADERIAS
CHAPARRAL,VIAS PUBLICAS
COYAIMA,VIAS PUBLICAS
COYAIMA,VIAS PUBLICAS
ESPINAL,FRENTE A RESIDENCIAS - VIA PUBLICA
FLANDES,VIAS PUBLICAS
IBAGUE (CT),CASAS DE HABITACION
IBAGUE (CT),VIAS PUBLICAS
LIBANO,VIAS PUBLICAS
MELGAR,FINCAS Y SIMILARES
BUENAVENTURA,FINCAS Y SIMILARES
BUENAVENTURA,VIAS PUBLICAS
CAICEDONIA,CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),RESTAURANTES
CALI (CT),BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
CALI (CT),INSTALACIONES DE LA POLICIA
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
GUADALAJARA DE BUGA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
ARBOLETES,PLAYA
BELLO,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
CONCORDIA,VIAS PUBLICAS
ENVIGADO,"BARES, CANTINAS Y SIMILARES"
ENVIGADO,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
MARINILLA,VIAS PUBLICAS
MARINILLA,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),SEMAFORO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MONTEBELLO,VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),CASAS DE HABITACION
BARRANQUILLA (CT),VIAS PUBLICAS
SOLEDAD,DENTRO DE LA VIVIENDA
SOLEDAD,VEHICULO
SOLEDAD,VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
DUITAMA,VIAS PUBLICAS
DUITAMA,VIAS PUBLICAS
JENESANO,VIAS PUBLICAS
SOGAMOSO,RESTAURANTES
TUNJA (CT),VIAS PUBLICAS
ANSERMA,VIAS PUBLICAS
LA MERCED,PARQUEADERO
MANIZALES (CT),"BARES, CANTINAS Y SIMILARES"
MANIZALES (CT),INTERIOR VEHICULO PARTICULAR
MANIZALES (CT),SUPERMERCADOS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),DISCOTECAS
MANIZALES (CT),FRENTE A DISCOTECAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
RIOSUCIO,VIAS PUBLICAS
MORELIA,RIOS
YOPAL (CT),TIENDA
YOPAL (CT),VIAS PUBLICAS
YOPAL (CT),CASAS DE HABITACION
PIENDAMO,CARRETERA
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
SANTANDER DE QUILICHAO,VIAS PUBLICAS
SILVIA,PARQUES
AGUACHICA,VIAS PUBLICAS
CURUMANI,"HOTELES, RESIDENCIAS, Y SIMILARES."
VALLEDUPAR (CT),VIAS PUBLICAS
QUIBDO (CT),VIAS PUBLICAS
QUIBDO (CT),VIAS PUBLICAS
CERETE,VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 63
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
PASTO (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
GRANADA,CARRETERA
ALBANIA,TRAMO DE VIA
MAICAO,VIAS PUBLICAS
MAICAO,CASAS DE HABITACION
MAICAO,CASAS DE HABITACION
NEIVA (CT),INTERIOR VEHICULO PARTICULAR
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),LOCAL COMERCIAL
NEIVA (CT),RESTAURANTES
PITALITO,VIAS PUBLICAS
PITALITO,VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
PUERTO GAITAN,RIOS
PUERTO GAITAN,VIAS PUBLICAS
PUERTO GAITAN,RIOS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),PARADERO DE BUSES
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
IPIALES,CASAS DE HABITACION
IPIALES,VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),CASAS DE HABITACION
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
SAN ANDRES DE TUMACO,VIAS PUBLICAS
SAN PABLO,VIAS PUBLICAS
TUQUERRES,PARQUES
TUQUERRES,VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
OCANHA,VIAS PUBLICAS
ARMENIA (CT),CASAS DE HABITACION
ARMENIA (CT),SOBRE ANDEN - VIA PUBLICA
LA VIRGINIA,VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
