DIA,BARRIO
JUEVES,BARRIO SANTO DOMINGO
JUEVES,BARRIO LATINO
JUEVES,BARIO LA RIVIERA
JUEVES,BARRIO PATIO CENTRO
JUEVES,BARRIO SAN AGUSTIN
JUEVES,BARRIO SAN AGUSTIN
JUEVES,CENTRO
JUEVES,MONTEVIDEO
JUEVES,ZONA CENTRO
JUEVES,PINARES DE SAN MARTIN
JUEVES,JARDIN I
JUEVES,OLAYA HERRERA
JUEVES,PRIMERO DE FEBRERO 1
JUEVES,SECTOR VIADUCTO
JUEVES,SECTOR PLAZA DE BOLIVAR
JUEVES,LA ISLA (V/SANTANA)
JUEVES,B. SAN VICENTE DE PAUL
JUEVES,B. SAN VICENTE DE PAUL
JUEVES,SANTA ANA
JUEVES,GALAN GOMEZ
JUEVES,VILLARELIS III
JUEVES,CABECERA DEL LLANO
JUEVES,CABECERA DEL LLANO
JUEVES,CENTRO
JUEVES,TRANSICION IV
JUEVES,ANTIGUO CAMPESTRE
JUEVES,DANGOND
JUEVES,LA CONCORDIA
JUEVES,LAGOS I
JUEVES,LAGOS I
JUEVES,ANILLO VIAL
JUEVES,VILLA MERLANO
JUEVES,CENTRO
JUEVES,URB. LAS COLINAS
JUEVES,URB. LAS COLINAS
JUEVES,FLORENCIA
JUEVES,LA MANO DE DIOS
JUEVES,URB. LOS TEJARES
JUEVES,CARMENZA ROCHA
JUEVES,CARMENZA ROCHA
JUEVES,CENTRO
JUEVES,CENTRO
JUEVES,EL CARMEN
JUEVES,LAS PALMERAS (URB.)
JUEVES,LAURELES
JUEVES,PRADOS DEL NORTE
JUEVES,JORDAN III ETAPA
JUEVES,LA MIEL
JUEVES,CENTRO
JUEVES,EL CENTRO
JUEVES,EL POBLADO II E13
JUEVES,JOSE M. MARROQUIN II E14
JUEVES,JOSE M. MARROQUIN II E14
JUEVES,LAS DELICIAS E4
JUEVES,LOS GUADUALES E6
JUEVES,CALIMIO DESEPAZ E21
JUEVES,CIUDAD CAPRI E17
JUEVES,CIUDAD CAPRI E17
JUEVES,COMPARTIR E21
JUEVES,VENEZ - URB. CANHAVER E20
JUEVES,BASE AEREA E7
JUEVES,MARIANO RAMOS E16
JUEVES,EL CEDRO E19
JUEVES,PUERTO MALLARINO E7
JUEVES,PRADOS DEL NORTE E2
JUEVES,COLSEGUROS ANDES E10
JUEVES,VIA CALI CANDELARIA (23-S-6-1)
JUEVES,EL CARMELO
JUEVES,BOLIVAR E25
VIERNES,JOSE MARIA HERNANDEZ
VIERNES,SAN GERMAN
VIERNES,ZONA INDUSTRIAL #1
VIERNES,CAROLINA
VIERNES,LAS PLAYAS C-16
VIERNES,GUAYAQUIL C-10
VIERNES,JESUS NAZARENO C-10
VIERNES,CASTILLA C-5
VIERNES,CASTILLA C-5
VIERNES,SANTA FE C-15
VIERNES,ESTADIO C-11
VIERNES,LA MOTA C-16
VIERNES,PRADO C-10
VIERNES,MANILA C-14
VIERNES,UINIVERSIDAD DE ANTIOQUIA  C-4
VIERNES,FLORENCIA C-5
VIERNES,LAS PALMAS C-10
VIERNES,LAS INDEPENDENCIAS C-13
VIERNES,EL POBLADO C-14
VIERNES,ESTACION VILLA C-10
VIERNES,BARRIO COLOMBIA C-14
VIERNES,EL CHAGUALO C-10
VIERNES,LA FLORESTA C-12
VIERNES,KENNEDY C-6
VIERNES,ESTACION VILLA C-10
VIERNES,SANTA ANA
VIERNES,LA PRADERA
VIERNES,GRANADILLO
VIERNES,SANTO DOMINGO DE GUZMAN
VIERNES,VILLA SANTOS
VIERNES,EL SANTUARIO
VIERNES,VILLA SANTOS
VIERNES,EL RIO
VIERNES,GETSEMANI
VIERNES,EL PROGRESO
VIERNES,EL PROGRESO
VIERNES,EL PROGRESO
VIERNES,PLAZA PRINCIPAL LOS LIBERTADORES
VIERNES,BARRIO CENTRO
VIERNES,BARRIO EL TOPO
VIERNES,CENTRO
VIERNES,CENTRO
VIERNES,GUAYACANES
VIERNES,BARRIO CHIPRE
VIERNES,CENTRO
VIERNES,SECTOR COLEGIO INEM
VIERNES,FUNDADORES
VIERNES,CENTRO
VIERNES,NUEVA GRANADA
VIERNES,CENTRO
VIERNES,SECTOR PARQUE SAN SEBASTIAN
VIERNES,ALTOS DE MOLINO
VIERNES,EL VISO
VIERNES,CENTRO
VIERNES,CENTRO
VIERNES,PONTEVEDRA
VIERNES,CIUDADELA 450 ANHOS
VIERNES,LAS MARGARITAS
VIERNES,MINUTO DE DIOS
VIERNES,ALTO KENNEDY
VIERNES,LA FLORESTA
VIERNES,LA FLORIDA E-10
VIERNES,BACHUE E-10
VIERNES,LAS AGUAS E-17
VIERNES,ROSALES E-2
VIERNES,SAN VICTORINO E-14
VIERNES,LAS NIEVES E-3
VIERNES,RINCON VILLA MAYOR E-6
VIERNES,MARLY E-2
VIERNES,RINCON DE LOS ANGELES  E-8
VIERNES,EL TINTAL E-9
VIERNES,MONTEVIDEO E-9
VIERNES,OLAYA E-18
VIERNES,URB. CATALINA E-8
VIERNES,GUSTAVO RESTREPO E-18
VIERNES,AURES II E-11
VIERNES,BOSQUE POPULAR E-10
VIERNES,CIUDAD KENNEDY OCC E-8
VIERNES,LOS PERIODISTAS E-8
VIERNES,LA INDEPENDENCIA E-7
VIERNES,SAN CRISTOBAL E-4
VIERNES,OLARTE E-7
VIERNES,LA SOLEDAD E-13
VIERNES,EL NEVADO E-5
VIERNES,GALERIAS E-13
VIERNES,LA PERLA E-5
VIERNES,RICAURTE E-14
VIERNES,SIDAUTO E-10
VIERNES,CARVAJAL E-8
VIERNES,URB. LA CHUCUA E-8
VIERNES,SANTANDER
VIERNES,EL PROGRESO
VIERNES,EL RETIRO
VIERNES,CENTRO
VIERNES,SUR ORIENTALES
VIERNES,ACACIAS ETAPA II
VIERNES,VILLA CAROLINA
VIERNES,RODADERO SUR
VIERNES,13 DE JUNIO
VIERNES,TENERIA
VIERNES,SAN FRANCISCO
VIERNES,LAS VEGAS
VIERNES,BULEVAR LA 19
VIERNES,CENTRO HISTORICO
VIERNES,EL MANACACIAS
VIERNES,VILLA JULIA
VIERNES,VEREDA VANGUARDIA
VIERNES,VILLA JULIA
VIERNES,OLIMPICO
VIERNES,7 DE AGOSTO
VIERNES,SAN BENITO
VIERNES,EL BUQUE
VIERNES,ARIGUANI
VIERNES,VILLA MARIA
VIERNES,AVENIDA PANAMERICANA
VIERNES,BALCONES DE LA FRONTERA
VIERNES,CHAMBU
VIERNES,LOS CHILCOS
VIERNES,AVENIDA PANAMERICANA
VIERNES,LA RIVERA
VIERNES,SAN IGNACIO
VIERNES,CHAPAL
VIERNES,PLAZA DEL CARNAVAL
VIERNES,ESTADIO LIBERTAD
VIERNES,AV. ESTUDIANTES
VIERNES,CENTRO
VIERNES,ESTADIO LIBERTAD
VIERNES,ESTADIO LIBERTAD
VIERNES,ESTADIO LIBERTAD
VIERNES,AV. CHAMPAGNAT
VIERNES,CENTRO
VIERNES,CENTRO
VIERNES,SANTA MONICA
VIERNES,ESTADIO LIBERTAD
VIERNES,SAN JUAN BOSCO
VIERNES,ESTADIO LIBERTAD
VIERNES,ESTADIO LIBERTAD
VIERNES,CENTRO
VIERNES,NIZA II
VIERNES,ESTADIO LIBERTAD
VIERNES,JULIAN BUCHELI
VIERNES,JULIAN BUCHELI
VIERNES,ESTADIO LIBERTAD
VIERNES,BACHUE
VIERNES,SIMON BOLIVAR
VIERNES,BARRIO PRADOS DEL NORTE
VIERNES,BARRIO CERRO PICO
VIERNES,BARRIO LATINO
VIERNES,BARRIO CENTRO
VIERNES,BARRIO VIDELSO
VIERNES,EL CENTRO
VIERNES,BOSQUES DE PALERMO
VIERNES,ECOMAR
VIERNES,BOMBAY
VIERNES,LOS LAGOS
VIERNES,SECTOR PARQUE LA LIBERTAD
VIERNES,SECTOR PLAZA DE BOLIVAR
VIERNES,SECTOR GALERIA CENTRAL
VIERNES,SECTOR ZONA ROSA
VIERNES,B. CENTRO
VIERNES,B. CENTRO
VIERNES,EL CENTRO
VIERNES,EL TRAPICHE
VIERNES,EL CENTRO
VIERNES,GALAN GOMEZ
VIERNES,CABECERA DEL LLANO
VIERNES,SAN GERARDO
VIERNES,VILLAS DE SAN IGNACIO
VIERNES,CALDAS
VIERNES,ALTAMIRA
VIERNES,LOS CAMBULOS
VIERNES,POBLADO
VIERNES,PALTO ALTO
VIERNES,LAS DELICIAS
VIERNES,BOSTON
VIERNES,PLAZA MAJAGUAL
VIERNES,PLAZA MAJAGUAL
VIERNES,LIBERTADOR
VIERNES,VRDA. AMAYARCO
VIERNES,VRDA. AMAYARCO
VIERNES,BALCANES
VIERNES,QUINTAS
VIERNES,MIRAMAR
VIERNES,20 DE JULIO
VIERNES,VRDA. EL PINAL
VIERNES,VRDA MALACHI
VIERNES,VIA BUENAVENTURA - BUGA
VIERNES,CENTRO
VIERNES,EL CARMEN
VIERNES,ANTONIO NARINHO E16
VIERNES,SAN CARLOS E11
VIERNES,EL TRONCAL E8
VIERNES,LILI E17
VIERNES,VILLA DEL SUR E11
VIERNES,PAMPA LINDA E19
VIERNES,VALLE GRANDE E21
VIERNES,LOS ALCAZARES E6
VIERNES,EL LIDO E19
VIERNES,LILI E17
VIERNES,LILI E17
VIERNES,JOSE MARIA CABAL
VIERNES,SEMBRADOR
VIERNES,OLIMPICO
SABADO,DEPORTIVO
SABADO,NAVARRA
SABADO,CIUDAD NIQUIA
SABADO,LA ARBOLEDA
SABADO,MESA
SABADO,ZONA CENTRO
SABADO,PILSEN
SABADO,CENTRO
SABADO,LA BOMBA
SABADO,LAS VIOLETAS C-16
SABADO,LAS ACACIAS C-11
SABADO,CONQUISTADORES C-11
SABADO,ASTORGA C-14
SABADO,GUAYABAL C-15
SABADO,ESTACION VILLA C-10
SABADO,LA CANDELARIA C-10
SABADO,EL RODEO C-15
SABADO,BELEN C-16
SABADO,CRISTO REY C-15
SABADO,LA CANDELARIA C-10
SABADO,ASTORGA C-14
SABADO,LA CAMELIA
SABADO,CIUDADELA 20 DE JULIO
SABADO,LOS ANGELES
SABADO,EL BOSQUE
SABADO,MIRAMAR
SABADO,SOLEDAD 2000
SABADO,LAS GAVIOTAS
SABADO,LOS CUSULES
SABADO,EL CABRERO
SABADO,EL LAGUITO
SABADO,BOCAGRANDE
SABADO,BARRIO CENTRO
SABADO,BARRIO CENTRO
SABADO,PARQUE PRINCIPAL
SABADO,CENTRO
SABADO,BARRIO LAS PENHITAS
SABADO,LA PRADERA
SABADO,LA FELISA
SABADO,CENTENARIO
SABADO,LOS ALCAZARES
SABADO,CENTRO
SABADO,CENTRO
SABADO,PLAZA DE TOROS
SABADO,LA ESTRELLA
SABADO,CENTRO
SABADO,CENTRO
SABADO,CENTRO
SABADO,CENTRO
SABADO,CENTRO
SABADO,EL CARMELO
SABADO,HISPANIA
SABADO,LA CANDELARIA
SABADO,SECTOR PARQUE SAN SEBASTIAN
SABADO,SECTOR PARQUE SAN SEBASTIAN
SABADO,CENTRO
SABADO,CENTRO
SABADO,VIA A FLORENCIA
SABADO,20 DE JULIO
SABADO,PROGRESO III
SABADO,NUEVO HABITAD
SABADO,VDA TUNIA
SABADO,SANTA CLARA
SABADO,LA ALDEA
SABADO,CENTRO
SABADO,MORALES DUQUE
SABADO,CENTRO
SABADO,INV. LA PRADERA
SABADO,EL PARAISO
SABADO,DON CARMELO
SABADO,LOS ROSALES
SABADO,AMERICAS
SABADO,LA ESPERANZA
SABADO,CHUCHURUBI
SABADO,EL CENTRO
SABADO,COSTA DE ORO
SABADO,MUZU E-6
SABADO,VISION DE COLOMBIA E-8
SABADO,CHAPINERO CENTRAL E-2
SABADO,SAN DIEGO BOSA E-7
SABADO,LA ESPERANZA E-12
SABADO,LA ESTANCIA E-19
SABADO,BELLAVISTA E-8
SABADO,SALAZAR GOMEZ E-16
SABADO,LOS DOS PUENTES
SABADO,CARVAJAL E-8
SABADO,EL RETIRO E-2
SABADO,BOSA CARBONEL II E-7
SABADO,URB. MADELENA I Y II SECTOR E-19
SABADO,LOS NARANJOS E-7
SABADO,MODELO E-12
SABADO,LA PLAYA E-19
SABADO,VER.GUACIMAL
SABADO,TRAMO DE VIA ALBANIA - CUESTESITAS
SABADO,OVIDIO MEJIA
SABADO,JOSE D BOSCAN
SABADO,JOSE D BOSCAN
SABADO,ACACIAS ETAPA II
SABADO,LAS GRANJAS
SABADO,SAN JORGE
SABADO,LAS BRISAS
SABADO,PORVENIR
SABADO,PORVENIR
SABADO,RODADERO TRADICIONAL
SABADO,PLAYA SALGUERO
SABADO,PLAYA SALGUERO
SABADO,RODADERO TRADICIONAL
SABADO,SANTA CRUZ
SABADO,CENTRO
SABADO,TAGANGA
SABADO,EL MANACACIAS
SABADO,MANACACIAS
SABADO,CENTRO
SABADO,PORFIA
SABADO,CENTAURO
SABADO,MARACOS
SABADO,CAUDAL NORTE
SABADO,PIAMONTE
SABADO,COVISAN
SABADO,VEREDA VANGUARDIA
SABADO,VEREDA VANGUARDIA
SABADO,LA ESPERANZA
SABADO,EL DARIEN
SABADO,RUMICHACA
SABADO,CENTRO
SABADO,PALERMO
SABADO,JERUSALEN
SABADO,LA MINGA
SABADO,LA MINGA
SABADO,MIJITAYO ALTO
SABADO,AV. LAS AMERICAS
SABADO,BOMBONA
SABADO,PUENTE DEL PROGRESO
SABADO,NUEVO
SABADO,SIMON BOLIVAR
SABADO,SAN FRANCISCO
SABADO,BARRIO PARAMO
SABADO,BARRIO ALTO PAMPLONITA
SABADO,BARRIO BRUSELAS
SABADO,"QUINDOS I, II Y III"
SABADO,LA PATRIA
SABADO,LOS LIBERTADORES
SABADO,VDA. EL CHOCHO
SABADO,TERMINAL DE TRANSPORTES
SABADO,SECTOR PARQUE EL LAGO
SABADO,B. CENTRO
SABADO,CENTRO 2
SABADO,B. CENTRO
SABADO,EL CENTRO
SABADO,EL TRAPICHE
SABADO,JORGE ELIECER GAITAN
SABADO,COLOMBIA
SABADO,SAN ALONSO
SABADO,EL PORVENIR
SABADO,CIUDADELA REAL DE MINAS
SABADO,CABECERA DEL LLANO
SABADO,PABLO VI
SABADO,SAN FRANCISCO
SABADO,CENTRO
SABADO,EL PRADO
SABADO,CANHAVERAL
SABADO,LAGOS I
SABADO,EL PALENQUE
SABADO,LA POPA
SABADO,JUNIN
SABADO,CGTO RINCON DEL MAR
SABADO,CALLE NUEVA
SABADO,PUERTA ROJA
SABADO,MAJAGUAL
SABADO,ALTOS DE LA SABANA
SABADO,AV. LUIS CARLOS GALAN
SABADO,RURAL LA SIERRA VIA TOLU
SABADO,RURAL LA SIERRA VIA TOLU
SABADO,SAN RAFAEL
SABADO,CENTRO
SABADO,CENTRO
SABADO,CENTRO
SABADO,COQUETA
SABADO,JORDAN ARKCENTRO
SABADO,LOS PARRALES
SABADO,ALTO DE LA VIRGEN
SABADO,CENTRO
SABADO,MUELLE TURISTICO
SABADO,NUEVA BUENAVENTURA
SABADO,EL CARMEN
SABADO,VEREDA CASCAJAL E22
SABADO,CALDAS E18
SABADO,EL LIDO E19
SABADO,MANUELA BELTRAN E14
SABADO,CIUDADELA DEL RIO E21
SABADO,CIUDADELA DEL RIO E21
SABADO,JOSE M. MARROQUIN II E14
SABADO,VALLE GRANDE E21
SABADO,VALLE GRANDE E21
SABADO,CHAMPAGNAT E19
SABADO,JUANAMBU E2
SABADO,NAPOLES E18
SABADO,FENALCO KENNEDY E12
SABADO,BRETANHA E9
SABADO,CENTRO
SABADO,CENTRO
SABADO,CGTO. EL VINCULO
SABADO,CENTRO
SABADO,CENTRAL
SABADO,SANTA RITA
SABADO,RECTA CALI - PALMIRA
SABADO,NUEVO FATIMA
SABADO,BELALCAZAR E25
DOMINGO,MANZANAREZ
DOMINGO,PRADO
DOMINGO,CENTRO
DOMINGO,LA ARBOLEDA
DOMINGO,ZONA CENTRO
DOMINGO,JARDINES
DOMINGO,MESA
DOMINGO,SIMON BOLIVAR
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,BOSTON C-10
DOMINGO,CASTILLA C-5
DOMINGO,CONQUISTADORES C-11
DOMINGO,ESTADIO C-11
DOMINGO,LA AGUACATALA C-14
DOMINGO,SAN MIGUEL C-8
DOMINGO,ROSALES C-16
DOMINGO,SAN JAVIER 1 C-13
DOMINGO,LA LOMA DE LOS BERNAL C-16
DOMINGO,LA CANDELARIA C-10
DOMINGO,VIA SANTA ELENA  C-9
DOMINGO,LA CANDELARIA C-10
DOMINGO,CARIBE C-5
DOMINGO,ARANJUEZ  C-4
DOMINGO,EL POBLADO C-14
DOMINGO,LORENA C-11
DOMINGO,LA CANDELARIA C-10
DOMINGO,SIMON BOLIVAR I
DOMINGO,SAN ROQUE
DOMINGO,DANIEL LEMAITRE
DOMINGO,EL LAGUITO
DOMINGO,PIE DEL CERRO
DOMINGO,VEREDA SAN RAFAEL
DOMINGO,BARRIO VILLA JULIANA
DOMINGO,BARRIO CENTRO
DOMINGO,TERMINAL DE TRANSPORTES
DOMINGO,GALERIAS
DOMINGO,VDA LA FELISA
DOMINGO,CENTRO
DOMINGO,SECTOR EL CABLE
DOMINGO,SECTOR PLAZA ALFONSO LOPEZ P.
DOMINGO,PALOGRANDE
DOMINGO,CENTRO
DOMINGO,BARRIO VILLAPILAR
DOMINGO,BARRIO GALERIAS
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,SECTOR PARQUE SAN SEBASTIAN
DOMINGO,FUNDADORES
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,LA CANDELARIA
DOMINGO,LA CANDELARIA
DOMINGO,LA CANDELARIA
DOMINGO,LA CANDELARIA
DOMINGO,LA CANDELARIA
DOMINGO,LA CANDELARIA
DOMINGO,BERLIN
DOMINGO,BOLIVAR
DOMINGO,CENTRO
DOMINGO,LA GRANJA
DOMINGO,SANTA ELENA
DOMINGO,EL ALIVIO
DOMINGO,CGTO BATATAS
DOMINGO,SAN DIEGO BOSA E-7
DOMINGO,SIDAUTO E-10
DOMINGO,VEINTE DE JULIO E-4
DOMINGO,VERBENAL E-1
DOMINGO,ARBORIZADORA BAJA E-19
DOMINGO,LUCERO BAJO E-19
DOMINGO,PATIO BONITO I E-8
DOMINGO,TINTALITO E-8
DOMINGO,LA GAITANA E-11
DOMINGO,URB. NUEVA ZELANDIA E-11
DOMINGO,SAN ANTONIO E-15
DOMINGO,SAN MATEO
DOMINGO,QUINTANARES
DOMINGO,CHAPINERO
DOMINGO,VILLA MATILDE
DOMINGO,PREDIOS POZOS COLORADOS
DOMINGO,RODADERO SUR
DOMINGO,SANTA MONICA
DOMINGO,URBANIZACION RIASCOS
DOMINGO,LA LUCHA
DOMINGO,EL TRIUNFO
DOMINGO,MANACACIAS
DOMINGO,VILLA BOLIVAR
DOMINGO,CENTRO
DOMINGO,SAN BENITO
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,LAS VIOLETAS I
DOMINGO,SAN FERNANDO
DOMINGO,IDEMA
DOMINGO,VILLA RECREO
DOMINGO,SAN FELIPE
DOMINGO,BARRIO LLERAS RESTREPO
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,LA PRADERA
DOMINGO,SECTOR CC. UNICENTRO CUBA
DOMINGO,ESTACION VILLEGAS
DOMINGO,SECTOR CENTRO
DOMINGO,EL CENTRO
DOMINGO,EL CENTRO
DOMINGO,BATALLON NUEVA GRANADA
DOMINGO,LA UNIVERSIDAD
DOMINGO,EL CARMEN IV
DOMINGO,BALCONES DE GALIXIA
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,CENTRO P/TA
DOMINGO,SETOR CANAPRO
DOMINGO,6 DE ENERO
DOMINGO,PIEDRA PINTADA PARTE ALTA
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,VIA CALI - BUENAVENTURA
DOMINGO,VIA CALI - BUENAVENTURA
DOMINGO,EL POBLADO I E13
DOMINGO,CHIPICHAPE E2
DOMINGO,CAMINO REAL - J BORRERO E19
DOMINGO,CAMINO REAL - J BORRERO E19
DOMINGO,SAN JOAQUIN E17
DOMINGO,SAN JUDAS TADEO I E10
DOMINGO,BELEN (23-S-2-1)
DOMINGO,EL PORVENIR E24
DOMINGO,EL LIDO (26-1)
DOMINGO,PANORAMA E25
LUNES,ALTOS DE NIQUIA
LUNES,NIQUIA QUITASOL
LUNES,VDA. EL PINAR
LUNES,CENTRO
LUNES,VDA. CARDALITO
LUNES,TAHAMIES
LUNES,SIMON BOLIVAR
LUNES,OBRERO
LUNES,LA CANDELARIA C-10
LUNES,VILLANUEVA C-10
LUNES,SAN JAVIER 1 C-13
LUNES,LA FRANCIA  C-2
LUNES,CARIBE C-5
LUNES,U.D. ATANASIO GIRARDOT C-11
LUNES,EL POBLADO C-14
LUNES,LA LIBERTAD C-8
LUNES,LA CANDELARIA C-10
LUNES,CARIBE
LUNES,AEROPUERTO
LUNES,LA GALLERA
LUNES,EL BOSQUE
LUNES,LA ESPERANZA
LUNES,LOS GUARATAROS
LUNES,EL ROSARIO
LUNES,BARRANQUILLITA
LUNES,LOS JOBOS
LUNES,LA MAGDALENA
LUNES,EL ANCIA
LUNES,LA BOQUILLA
LUNES,EL BIFFI
LUNES,SAN FERNANDO
LUNES,PARQUE PRINCIPAL
LUNES,JUAN GRANDE
LUNES,SOLANO
LUNES,EL PRADO
LUNES,VDA. PIRGUA
LUNES,CENTRO
LUNES,CENTRO
LUNES,VDA.LAS CAMELIAS
LUNES,CAMPO AMOR
LUNES,CENTRO
LUNES,COLSEGUROS
LUNES,CENTRO
LUNES,ABBAS TURBAY
LUNES,CENTRO
LUNES,BELEN
LUNES,VDA YARUMALES
LUNES,EL PAJONAL
LUNES,SECTOR EL PEAJE
LUNES,SAN JOAQUIN
LUNES,EL PROGRESO
LUNES,GARUPAL II
LUNES,GARUPAL II
LUNES,SANTA ANA
LUNES,KENNEDY
LUNES,VEREDA LAS MARCELITAS
LUNES,SAN PEDRO
LUNES,LAS AMERICAS
LUNES,LAS AMERICAS
LUNES,VILLA MARGARITA
LUNES,SECTOR PLAYA BLANCA
LUNES,SECTOR PLAYA BLANCA
LUNES,QUINTA CAMACHO E-2
LUNES,CIUDAD KENNEDY CENTRAL E-8
LUNES,EL VERGEL E-14
LUNES,EL TUNAL II E-6
LUNES,MARLY E-2
LUNES,SAN BLAS II E-4
LUNES,ROMA  E-8
LUNES,LA ESMERALDA E-13
LUNES,VERACRUZ E-3
LUNES,LA AZUCENA A E-7
LUNES,EL CAIRO E-15
LUNES,BARRIO LA PLAYA
LUNES,URB. NUEVA MARSELLA I SECTOR E-8
LUNES,CLARET E-18
LUNES,BALMORAL
LUNES,CHAPINERO
LUNES,CANDIDO LEGUIZAMO
LUNES,LAS CRISTALINAS
LUNES,ACACIAS ETAPA II
LUNES,ENCENILLO
LUNES,CENTRO
LUNES,GAIRA TRADICIONAL
LUNES,CENTRO HISTORICO
LUNES,20 DE JULIO
LUNES,BONANZA
LUNES,CENTRO
LUNES,VENCEDORES
LUNES,PLAYA RICA
LUNES,VEREDA LAS MERCEDES
LUNES,DONHA LUZ
LUNES,LAS CRUCES
LUNES,IDEMA
LUNES,BARRIO MARABELITO
LUNES,BUENOS AIRES
LUNES,SECTOR CAM
LUNES,EL PESCADOR
LUNES,LA PAZ CENTRO
LUNES,ROCIO BAJO
LUNES,CRUCERO DE COMBIA
LUNES,BAVARIA
LUNES,EL CENTRO
LUNES,MIRAFLORES
LUNES,MIRAFLORES
LUNES,TERRAZAS
LUNES,ANTONIA SANTOS
LUNES,DIAMANTE I
LUNES,DIAMANTE II
LUNES,LA INMACULADA
LUNES,CENTRO
LUNES,JUNIN
LUNES,SAN FRANCISCO P/TA
LUNES,URB. VILLAS DE ANDALUCIA
LUNES,EL CENTRO
LUNES,EL PORVENIR
LUNES,CGTO LAS LLANADAS
LUNES,SECTOR LA PLAYA
LUNES,ESPANHA
LUNES,SAN LUIS
LUNES,CRUZ DE MAYO
LUNES,CALLE CAUCA
LUNES,EL REPOSO
LUNES,LA CAMPINHA
LUNES,VILLA LUZ
LUNES,R-9 (URB. SAN BUENAVENTURA)
LUNES,LOS NARANJOS I E14
LUNES,JUNIN E9
LUNES,ULPIANO LLOREDA E13
LUNES,ARANJUEZ E9
LUNES,CGTO LA VORAGINE E22
LUNES,SANTA ROSA E3
LUNES,PETECUY I E6
LUNES,LAS GRANJAS E10
LUNES,PIZAMOS I E21
LUNES,EL LIDO E19
LUNES,CHIPICHAPE E2
MARTES,NAZARETH
MARTES,NIQUIA BIFAMILIAR
MARTES,EL CAMPING
MARTES,EL CAMPING
MARTES,PARAISO
MARTES,VDA. ENCERILLOS
MARTES,SANTA CRUZ
MARTES,CENTRO
MARTES,VDA. EL PORVENIR
MARTES,LA DALIA
MARTES,CRISTO REY C-15
MARTES,MANRIQUE 2  C-3
MARTES,CARLOS E. RESTREPO C-11
MARTES,LA CANDELARIA C-10
MARTES,LA CANDELARIA C-10
MARTES,LORETO  C-9
MARTES,FLORIDA NUEVA C-11
MARTES,BOSTON C-10
MARTES,GUAYAQUIL C-10
MARTES,LA CANDELARIA C-10
MARTES,SURAMERICANA C-11
MARTES,MANILA C-14
MARTES,CALLE NUEVA C-10
MARTES,LA CANDELARIA C-10
MARTES,GUAYABAL C-15
MARTES,LA CANDELARIA C-10
MARTES,VILLANUEVA C-10
MARTES,LA BALSORA
MARTES,LOS SALADOS
MARTES,PARQUE PRINCIPAL
MARTES,LOS PINOS
MARTES,LOS LIBERTADORES
MARTES,CENTRO
MARTES,SIMON BOLIVAR
MARTES,SIMON BOLIVAR
MARTES,EL PARAISO
MARTES,NUEVA GRANADA
MARTES,LAS PALMAS
MARTES,CORDIALIDAD
MARTES,LAS NIEVES
MARTES,REBOLO
MARTES,CENTRO
MARTES,EL SILENCIO
MARTES,CENTRO
MARTES,CENTRO
MARTES,BARRIO CENTRO
MARTES,CENTRO
MARTES,VILLA HERMOSA
MARTES,SECTOR EL CABLE
MARTES,CENTRO
MARTES,JUAN XXIII
MARTES,CADILLAL
MARTES,BETANIA
MARTES,EL PARAISO
MARTES,VEREDA
MARTES,CENTRO
MARTES,VILLA CASTRO
MARTES,URB. LORENZO MORALES
MARTES,CGTO DE CECILIA
MARTES,VILLA MELISA
MARTES,PETARE
MARTES,DANUBIO AZUL I Y II SECTOR E-7
MARTES,PALESTINA E-7
MARTES,QUINTA CAMACHO E-2
MARTES,GALERIAS E-13
MARTES,COFRADIA E-9
MARTES,NORMANDIA E-10
MARTES,EL RETIRO E-2
MARTES,VEINTE DE JULIO E-4
MARTES,LOS ANDES E-12
MARTES,LA SOLEDAD E-13
MARTES,TEUSAQUILLO E-13
MARTES,RESTREPO E-15
MARTES,SANTA FE E-14
MARTES,URB. SAN PATRICIO E-1
MARTES,FRANCO E-9
MARTES,NIZA NORTE E-11
MARTES,PALOQUEMAO E-14
MARTES,BONANZA E-10
MARTES,URB. PONTEVEDRA I SECTOR E-11
MARTES,URB. SANTA HELENA DE BAVIERA IV E-11
MARTES,LOS MONJES E-10
MARTES,VILLA LUZ E-10
MARTES,POLO CLUB E-12
MARTES,EL RECREO E-7
MARTES,QUINTA CAMACHO E-2
MARTES,ANTONIO GRANADO SUBA E-11
MARTES,LA VICTORIA NORTE E-11
MARTES,PARAISO
MARTES,20 DE JULIO
MARTES,COOPERATIVO
MARTES,SAN ANTONIO
MARTES,SAN ANTONIO
MARTES,CANAIMA
MARTES,VILLA ESPINOZA
MARTES,VILLA ESPINOZA
MARTES,VILLA ESPINOZA
MARTES,SEVILLANO
MARTES,SEVILLANO
MARTES,VISTA HERMOSA
MARTES,RODADERO SUR
MARTES,EL EMPORIO
MARTES,ANILLO VIAL
MARTES,LA ESCALA
MARTES,TRABAJADORES
