MUNICIPIO,BARRIO
NEIVA (CT),CENTRO
NEIVA (CT),CENTRO
NEIVA (CT),SANTA LIBRADA
EL BANCO,CENTRO
SANTA MARTA (CT),CIUDADELA 29 DE JULIO
SANTA MARTA (CT),VISTA HERMOSA
SANTA MARTA (CT),CIUDADELA 29 DE JULIO
VILLAVICENCIO (CT),BARZAL ALTO
VILLAVICENCIO (CT),MARACOS
VILLAVICENCIO (CT),CANAAN
IPIALES,CENTENARIO
IPIALES,PANAM
IPIALES,PANAM
PASTO (CT),MOCONDINO
PASTO (CT),EL PILAR
PASTO (CT),CHAMBU I
PASTO (CT),SENDOYA
PASTO (CT),NAVARRETE
PASTO (CT),EL EJIDO
CUCUTA (CT),BARRIO TOLEDO PLATA
CUCUTA (CT),BRISAS DEL MIRADOR
CUCUTA (CT),BARRIO PRADOS DEL ESTE
CUCUTA (CT),BARRIO QUINTA ORIENTAL
CUCUTA (CT),BARRIO SEVILLA
CUCUTA (CT),BARRIO CEIBA
LOS PATIOS,BRISAS DEL BARRIO MIRADOR
VILLA DEL ROSARIO,URBANIZACION TRAPICHES
ARMENIA (CT),MIRAFLOREZ
PEREIRA (CT),COROCITO
PEREIRA (CT),KENNEDY
PEREIRA (CT),SECTOR PARQUE LA LIBERTAD
PEREIRA (CT),SECTOR PARQUE LA LIBERTAD
SAN ANDRES (CT),SECTOR CENTRO
BARBOSA,EL TRAPICHE
BARRANCABERMEJA,EL PARNASO
BUCARAMANGA (CT),SAN FRANCISCO
BUCARAMANGA (CT),LA VICTORIA
BUCARAMANGA (CT),SOTOMAYOR
BUCARAMANGA (CT),SOTOMAYOR
BUCARAMANGA (CT),SAN ALONSO
BUCARAMANGA (CT),SAN ALONSO
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),SAN FRANCISCO
BUCARAMANGA (CT),LA INMACULADA
FLORIDABLANCA,LA RONDA I
FLORIDABLANCA,VERSALLES I
GIRON,CIUDADELA NUEVO GIRON
GIRON,PORTAL CAMPESTRE
SINCELEJO (CT),CENTRO
SINCELEJO (CT),LA BASTILLA
IBAGUE (CT),ESTACION
IBAGUE (CT),JORDAN IX ETAPA
IBAGUE (CT),TULIO VARON
CALI (CT),NUEVA TEQUENDAMA E19
CALI (CT),SAN NICOLAS E3
CALI (CT),EL LIMONAR E17
CALI (CT),URB. COLSEGUROS E19
CALI (CT),OMAR TORRIJOS E13
CALI (CT),ALFONSO LOPEZ I E7
CALI (CT),TERRON COLORADO E1
CALI (CT),TIERRA BLANCA E20
CALI (CT),SAN PEDRO E3
CALI (CT),SAN PEDRO CLAVER E11
CALI (CT),CENTENARIO E2
CALI (CT),PAMPA LINDA E19
CALI (CT),SEC LOS MANGOS E19
CALI (CT),JORGE ELIECER GAITAN E6
CALI (CT),SANTA ELENA E10
CALI (CT),LLANO VERDE E15
CALI (CT),EL JARDIN E11
CALI (CT),EL JARDIN E11
CANDELARIA,MARIA AUXILIADORA (23-3)
CARTAGO,BOLIVAR
CARTAGO,SAN VICENTE
JAMUNDI,PORTAL DE JORDAN E24
PALMIRA,JUAN PABLO SEGUNDO
PALMIRA,SANTA TERESITA
PALMIRA,VILLA CLAUDIA
PALMIRA,VIA PALMASECA - ROZO - CERRITO
PALMIRA,VIA CENCAR - AEREOPUERTO
CAUCASIA,EL PALMAR
CAUCASIA,EL PALMAR
ENVIGADO,LAS VEGAS
ENVIGADO,ZONA CENTRO
LA ESTRELLA,SAN CAYETANO
MARINILLA,LA DALIA
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CAMPO AMOR C-15
MEDELLIN (CT),CAMPO VALDES 1  C-4
MEDELLIN (CT),PATIO BONITO C-14
MEDELLIN (CT),GUAYAQUIL C-10
MEDELLIN (CT),CERRO EL VOLADOR C-7
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),EL RINCON C-16
MEDELLIN (CT),ESTADIO C-11
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),PERPETUO SOCORRO C-10
MEDELLIN (CT),PRADO C-10
MEDELLIN (CT),SEVILLA  C-4
MEDELLIN (CT),EL CHAGUALO C-10
CARTAGENA (CT),SAN ISIDRO
CARTAGENA (CT),BRUSELAS
CHIQUINQUIRA,PARQUE DAVID GUARIN
CHIQUINQUIRA,URBANIZACION LA MONTANHA
CHIQUINQUIRA,BARRIO EL POLO
DUITAMA,MANZANARES
SOGAMOSO,UNIVERSITARIO
SOGAMOSO,URIBE URIBE
TUNJA (CT),BARRIO LA NIEVES
MANIZALES (CT),BARRIO GALERIAS
MANIZALES (CT),ALTA SUIZA
MONTERREY,CENTRO
YOPAL (CT),EL PROGRESO
YOPAL (CT),EL PROGRESO
YOPAL (CT),PROVIVIENDA
POPAYAN (CT),LOS ALAMOS
POPAYAN (CT),VARIANTE NORTE
POPAYAN (CT),VALENCIA
POPAYAN (CT),CENTRO
CHIMICHAGUA,SAN JOSE
CHIMICHAGUA,SAN JOSE
VALLEDUPAR (CT),CENTRO
VALLEDUPAR (CT),LOS CORTIJOS
VALLEDUPAR (CT),CASIMIRO MASTRE
VALLEDUPAR (CT),CASIMIRO MASTRE
VALLEDUPAR (CT),5 DE NOVIEMBRE
VALLEDUPAR (CT),LOS CACIQUES
VALLEDUPAR (CT),LAS FLORES
CERETE,LOS ANGELES
CERETE,LOS ANGELES
MONTERIA (CT),PANZENU
MONTERIA (CT),COLON
BOGOTA D.C. (CT),EL POA E-11
BOGOTA D.C. (CT),LA CALLEJA E-1
BOGOTA D.C. (CT),POLO OCCIDENTAL E-12
BOGOTA D.C. (CT),MARTIRES E-14
BOGOTA D.C. (CT),LAGO GAITAN E-2
BOGOTA D.C. (CT),BOSQUES DE SAN JORGE E-11
BOGOTA D.C. (CT),LAS NIEVES E-3
BOGOTA D.C. (CT),PATIO BONITO I E-8
BOGOTA D.C. (CT),URB. CLARET EL CARMEN E-6
BOGOTA D.C. (CT),URB. LA FRAGUITA E-15
BOGOTA D.C. (CT),LA CASTELLANA E-12
BOGOTA D.C. (CT),ALMACEN 3 ELEFANTES MODELIA E-9
BOGOTA D.C. (CT),PATIO BONITO I E-8
BOGOTA D.C. (CT),SANTA BARBARA CENTRAL E-1
BOGOTA D.C. (CT),TEUSAQUILLO E-13
BOGOTA D.C. (CT),OLARTE E-7
BOGOTA D.C. (CT),BILBAO E-11
BOGOTA D.C. (CT),QUIROGA IHS ETAPA E-18
BOGOTA D.C. (CT),BOYACA REAL E-10
BOGOTA D.C. (CT),MEDITERRANEO E-1
BOGOTA D.C. (CT),LOS MOLINOS DEL SUR E-18
BOGOTA D.C. (CT),EL POA E-11
BOGOTA D.C. (CT),LAS VILLAS I SECTOR E-11
BOGOTA D.C. (CT),UNIDAD RESIDENCIAL AYACUCHO E-8
BOGOTA D.C. (CT),EL POA E-11
BOGOTA D.C. (CT),MARLY E-2
BOGOTA D.C. (CT),SALAZAR GOMEZ E-16
BOGOTA D.C. (CT),LA SOLEDAD E-13
BOGOTA D.C. (CT),BELLAVISTA E-8
BOGOTA D.C. (CT),SUCRE E-2
BOGOTA D.C. (CT),CENTRO ADMINISTRATIVO E-17
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),NORMANDIA E-10
BOGOTA D.C. (CT),SANTA BARBARA E-1
BOGOTA D.C. (CT),CHAPINERO ALTO E-2
BOGOTA D.C. (CT),LUNA PARK I SECTOR E-15
BOGOTA D.C. (CT),GRAN COLOMBIANO E-8
BOGOTA D.C. (CT),MODELIA E-9
BOGOTA D.C. (CT),BONANZA E-10
BOGOTA D.C. (CT),URB. PUENTE ARANDA E-16
BOGOTA D.C. (CT),SAN VICTORINO E-14
BOGOTA D.C. (CT),NIZA NORTE E-11
BOGOTA D.C. (CT),EL VERGEL CHICO E-9
BOGOTA D.C. (CT),URB. EL BATAN E-11
BOGOTA D.C. (CT),URB. CARLOS ALBAN HOLGUIN E-7
RIOHACHA (CT),BUENOS AIRES
RIOHACHA (CT),LAS VILLAS
ISNOS,VEREDA JERUSALEN
NEIVA (CT),CENTRO
NEIVA (CT),ALTICO
PITALITO,PORVENIR
PITALITO,SOLARTE
ARACATACA,VILLA DEL RIO I     (C-1)
ARACATACA,SACAPITA
ARACATACA,EL PORVENIR
FUNDACION,URB. EL MILAGROSO
SANTA MARTA (CT),LOS COCOS
SANTA MARTA (CT),LA ESPERANZA
SANTA MARTA (CT),CENTRO
CUMARAL,SIMON BOLIVAR
VILLAVICENCIO (CT),LEON XIII
IPIALES,CENTRO
PASTO (CT),CGTO. DE OBONUCO
PASTO (CT),POTRERILLO
PASTO (CT),AV. ESTUDIANTES
PASTO (CT),AV. SANTANDER
PASTO (CT),NAVARRETE
PASTO (CT),TEJAR
CUCUTA (CT),BARRIO CENTRO
CUCUTA (CT),BARRIO CARLOS PIZARRO
GRAMALOTE,BARRIO CENTRO
LOS PATIOS,BARRIO BRISAS DEL LLANO
ARMENIA (CT),GUADUALES DE LA VILLA
ARMENIA (CT),"QUINDOS I, II Y III"
ARMENIA (CT),ACACIAS
ARMENIA (CT),LAS COLINAS
PEREIRA (CT),SAN MARCOS
PEREIRA (CT),SECTOR AVENIDA CIRCUNVALAR
PEREIRA (CT),BUENOS AIRES
PEREIRA (CT),SECTOR PARQUE LA LIBERTAD
BUCARAMANGA (CT),CABECERA DEL LLANO
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),LA PEDREGOSA
BUCARAMANGA (CT),CABECERA DEL LLANO
BUCARAMANGA (CT),CAFE MADRID
BUCARAMANGA (CT),SAN ALONSO
BUCARAMANGA (CT),URB. HEROES
BUCARAMANGA (CT),TERRAZAS
PIEDECUESTA,LA GLORIA
PIEDECUESTA,BELLAVISTA P/TA
FLANDES,GAITAN
IBAGUE (CT),LA POLA
IBAGUE (CT),JORDAN II ETAPA
IBAGUE (CT),PIJAO
IBAGUE (CT),SANTA HELENA
IBAGUE (CT),JORDAN VII ETAPA
IBAGUE (CT),KENEDY
IBAGUE (CT),POPULAR
IBAGUE (CT),GALARZA
RIOBLANCO,LOS CAMBULOS
BUENAVENTURA,INDEPENDENCIA
CALI (CT),EL LIMONAR E17
CALI (CT),SAN PEDRO E3
CALI (CT),CIUDAD TALANGA E21
CALI (CT),MANUELA BELTRAN E14
CALI (CT),SAN FERNANDO NUEVO E19
CALI (CT),TORRES DE CONFANDI E5
CALI (CT),CALYPSO E13
CALI (CT),CALYPSO E13
CALI (CT),LAS QUINTAS DE DON SIMON E17
CALI (CT),CHAMPAGNAT E19
CALI (CT),URB. CIUDAD JARDIN E22
CALI (CT),PRADOS DEL NORTE E2
CALI (CT),ALFONSO B. ARAGON E14
CALI (CT),LAS ACACIAS E10
LETICIA (CT),CENTRO (LETICIA)
BELLO,NAVARRA
BELLO,LA CABANHA
MEDELLIN (CT),LAS ACACIAS C-11
MEDELLIN (CT),EL POBLADO C-14
MEDELLIN (CT),NARANJAL C-11
MEDELLIN (CT),LA PINHUELA  C-4
MEDELLIN (CT),SEVILLA  C-4
MEDELLIN (CT),PARQUE NORTE C-4
MEDELLIN (CT),PATIO BONITO C-14
MEDELLIN (CT),CALLE NUEVA C-10
MEDELLIN (CT),DIEGO ECHAVARRIA C-16
MEDELLIN (CT),LOS COLORES C-11
MEDELLIN (CT),BOSTON C-10
MEDELLIN (CT),BARRIO COLON C-10
MEDELLIN (CT),SAN PEDRO  C-4
MEDELLIN (CT),VILLANUEVA C-10
ARAUCA (CT),LOS GUARATAROS
BARRANQUILLA (CT),OLAYA
BARRANQUILLA (CT),EL ROSARIO
SOLEDAD,COSTA HERMOSA
SOLEDAD,VILLA DEL CARMEN
DUITAMA,BOYACA
DUITAMA,SOLANO
TUNJA (CT),BARRIO BELLO HORIZONTE
TUNJA (CT),URBANIZACION URAZANDY
ANSERMA,VILLA OROZCO
ANSERMA,VILLA OROZCO
ANSERMA,VILLA OROZCO
MANIZALES (CT),BARRIO LA PALMA
MANIZALES (CT),UNIVERSIDAD DE CALDAS
FLORENCIA (CT),EL RAICERO
POPAYAN (CT),EL PAJONAL
POPAYAN (CT),LICEO
POPAYAN (CT),SAN RAFAEL
POPAYAN (CT),LA ESMERALDA
AGUACHICA,POTOSI
VALLEDUPAR (CT),ALFONSO LOPEZ
VALLEDUPAR (CT),OBRERO
VALLEDUPAR (CT),URB.POPULANDIA
VALLEDUPAR (CT),ALFONSO LOPEZ
VALLEDUPAR (CT),GARUPAL II
VALLEDUPAR (CT),CENTRO
VALLEDUPAR (CT),CENTRO
VALLEDUPAR (CT),12 DE OCTUBRE
VALLEDUPAR (CT),SIMON BOLIVAR
MONTERIA (CT),LA PRADERA
BOGOTA D.C. (CT),JOSE ANTONIO GALAN E-7
BOGOTA D.C. (CT),LA PORCIUNCULA E-2
BOGOTA D.C. (CT),FONTIBON CENTRO E-9
BOGOTA D.C. (CT),SAN RAFAEL E-4
BOGOTA D.C. (CT),TORRELADERA CASABLANCA E-11
BOGOTA D.C. (CT),EL RINCON DE SUBA E-11
BOGOTA D.C. (CT),MONTEVIDEO E-9
BOGOTA D.C. (CT),NUEVA GRANADA E-7
BOGOTA D.C. (CT),PARDO RUBIO E-2
BOGOTA D.C. (CT),URB. VILLA SONIA E-16
BOGOTA D.C. (CT),VILLA DEL PRADO E-11
BOGOTA D.C. (CT),EL CENTENARIO E-18
BOGOTA D.C. (CT),HIPOTECHO OCCIDENTAL E-8
BOGOTA D.C. (CT),LA IGUALDAD E-8
BOGOTA D.C. (CT),RESTREPO E-15
BOGOTA D.C. (CT),ALBRICIAS E-11
BOGOTA D.C. (CT),SANTA LIBRADA E-5
BOGOTA D.C. (CT),SAN ANTONIO E-7
BOGOTA D.C. (CT),TOBERIN ORIENTAL E-1
BOGOTA D.C. (CT),EL VERGEL E-14
BOGOTA D.C. (CT),CENTRO NORTE USAQUEN E-1
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),SANTA SOFIA E-12
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),SIMON BOLIVAR E-12
BOGOTA D.C. (CT),CONJUNTO RESIDENCIAL LA PRADERA E-1
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),UNICENTRO E-1
BOGOTA D.C. (CT),URB. MARSELLA E-8
BOGOTA D.C. (CT),BOSA CENTRO E-7
BOGOTA D.C. (CT),CHICO NORTE I E-2
BOGOTA D.C. (CT),CHICO I E-2
BOGOTA D.C. (CT),URB. PUENTE ARANDA E-16
BOGOTA D.C. (CT),LAS AGUAS E-3
BOGOTA D.C. (CT),SAN MARTIN E-12
BOGOTA D.C. (CT),BOCHICA E-10
BOGOTA D.C. (CT),CIUDAD KENNEDY CENTRAL E-8
BOGOTA D.C. (CT),BELLA SUIZA E-1
BOGOTA D.C. (CT),BRASILIA I SECTOR E-7
BOGOTA D.C. (CT),EL MUELLE  E-10
BOGOTA D.C. (CT),DANUBIO AZUL E-5
TOCAIMA,CENTRO
RIOHACHA (CT),NUEVO HORIZONTE
NEIVA (CT),ALTICO
FUNDACION,SAN FERNANDO (C-4)
FUNDACION,SAN FERNANDO (C-4)
SANTA MARTA (CT),MARIA EUGENIA
VILLAVICENCIO (CT),CENTRO
VILLAVICENCIO (CT),CENTRO
VILLAVICENCIO (CT),LA ESPERANZA
VILLAVICENCIO (CT),POPULAR
VILLAVICENCIO (CT),PANORAMA
PASTO (CT),CHAPAL
PASTO (CT),CENTRO
PASTO (CT),FATIMA
PASTO (CT),VILLAFLOR II
PASTO (CT),LA FLORESTA
PASTO (CT),SAN ANDRESITO
PASTO (CT),CENTRO
PASTO (CT),SAN IGNACIO
PASTO (CT),SAN IGNACIO
PASTO (CT),AVENIDA BOYACA
CUCUTA (CT),BARRIO EL LLANO
CUCUTA (CT),BARRIO QUINTA ORIENTAL
CUCUTA (CT),BARRIO SAN LUIS
CUCUTA (CT),BARRIO LA VICTORIA
CUCUTA (CT),BARRIO SIMON BOLIVAR
CUCUTA (CT),BARRIO CENTRO
ARMENIA (CT),SECTOR BALNEAREO TAIRONA
ARMENIA (CT),SECTOR BALNEAREO TAIRONA
ARMENIA (CT),TRES ESQUINAS
ARMENIA (CT),CONJ. RES. IBERICA
ARMENIA (CT),GENESIS
ARMENIA (CT),ARCO IRIS
ARMENIA (CT),LA UNION
CALARCA,LUIS CARLOS GALAN
DOSQUEBRADAS,SANTA ISABEL 1
PEREIRA (CT),MARAYA
PEREIRA (CT),JARDIN I
PEREIRA (CT),CENTRO (A) PEREIRA
PEREIRA (CT),UNIVERSIDAD TECNOLOGICA
PEREIRA (CT),BOSTON
PEREIRA (CT),MARAYA
PEREIRA (CT),CENTRO (A) PEREIRA
BARRANCABERMEJA,AGUAS CLARAS
BUCARAMANGA (CT),ASTURIAS
BUCARAMANGA (CT),PUERTA DEL SOL
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),ANTONIA SANTOS
BUCARAMANGA (CT),CABECERA DEL LLANO
BUCARAMANGA (CT),BOLIVAR
BUCARAMANGA (CT),CONUCOS
BUCARAMANGA (CT),CONUCOS
BUCARAMANGA (CT),CONUCOS
BUCARAMANGA (CT),CONUCOS
BUCARAMANGA (CT),CONUCOS
BUCARAMANGA (CT),CHORRERAS DE DON JUAN
FLORIDABLANCA,BOSQUES DE BAVIERA
FLORIDABLANCA,EL BOSQUE
GIRON,VDA. EL CARRIZAL
GIRON,ARENALES CAMPESTRE
IBAGUE (CT),EL POBLADO
IBAGUE (CT),EL POBLADO
IBAGUE (CT),COMBEIMA
IBAGUE (CT),CARMENZA ROCHA
IBAGUE (CT),TULIO VARON
CALI (CT),CRISTOBAL COLON E10
CALI (CT),URB. TEQUENDAMA E19
CALI (CT),SAN PEDRO E3
CALI (CT),DIAMANTE E13
CALI (CT),POTRERO GRANDE E21
CALI (CT),PRIMERO DE MAYO E17
CALI (CT),MARIANO RAMOS E16
CALI (CT),URB. COLSEGUROS E19
CALI (CT),LLERAS RESTREPO E13
CALI (CT),GRANADA E2
CALI (CT),LAS DELICIAS E4
CALI (CT),COLSEGUROS ANDES E10
CALI (CT),LOS CAMBULOS E19
CALI (CT),LOS CAMBULOS E19
CALI (CT),LOS CAMBULOS E19
CALI (CT),EL LIDO E19
CALI (CT),EL LIDO E19
CALI (CT),URB. COLSEGUROS E19
CALI (CT),NUEVA FLORESTA E12
CALI (CT),VIPASA E2
CALI (CT),COMPARTIR E21
CARTAGO,LOS CAMINOS
GUACARI,MORRO PLANO
PALMIRA,ZAMORANO
YUMBO,CRUCES E25
MARINILLA,LA ASUNCION
MEDELLIN (CT),LA FLORESTA C-12
MEDELLIN (CT),LA FRONTERA  C-2
MEDELLIN (CT),PEDREGAL C-6
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CARIBE C-5
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),BUENOS AIRES  C-9
MEDELLIN (CT),BARRIO COLON C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),SURAMERICANA C-11
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),EL CHAGUALO C-10
MEDELLIN (CT),EL POBLADO C-14
MEDELLIN (CT),DIEGO ECHAVARRIA C-16
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),BOLIVARIANA C-11
MEDELLIN (CT),FATIMA C-16
MEDELLIN (CT),LOS ANGELES C-10
MEDELLIN (CT),GUAYAQUIL C-10
MEDELLIN (CT),EL POBLADO C-14
MEDELLIN (CT),LA MANSION C-8
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),SANTO DOMINGO  1 C-1
MEDELLIN (CT),BOSTON C-10
MEDELLIN (CT),VDA. PAJARITO S.C.
MEDELLIN (CT),LAS BRISAS C-5
MEDELLIN (CT),ESTADIO C-11
BARRANQUILLA (CT),SAN ISIDRO
BARRANQUILLA (CT),ALTOS DEL PRADO
BARRANQUILLA (CT),VILLA CAROLINA
CARTAGENA (CT),BOSQUE INDUSTRIAL
CARTAGENA (CT),MAMONAL
CHIQUINQUIRA,BARRIO BOYACA ALTO
CHIQUINQUIRA,BARRIO CENTRO
DUITAMA,SOLANO
GARAGOA,CIUDAD JARDIN
SOGAMOSO,VEINTE DE JULIO
TUNJA (CT),BARRIO MUISCAS
CHINCHINA,CENTRO
MANIZALES (CT),BARRIO GALERIAS
MANIZALES (CT),SECTOR LAS VALLAS
MANIZALES (CT),SECTOR EL CABLE
FLORENCIA (CT),LA ESTRELLA
FLORENCIA (CT),LAS AVENIDAS
YOPAL (CT),LOS ALMENDROS
YOPAL (CT),INVASION 15 DE OCTUBRE
YOPAL (CT),EL GAVAN
POPAYAN (CT),BOLIVAR
POPAYAN (CT),PERIODISTAS
POPAYAN (CT),LOS NARANJOS
POPAYAN (CT),LAS VEGAS
POPAYAN (CT),TULCAN
AGUACHICA,SAN MARTIN
BOSCONIA,EL RECREO
VALLEDUPAR (CT),LA ESPERANZA
VALLEDUPAR (CT),1º DE MAYO
QUIBDO (CT),LAS MARGARITAS
AYAPEL,VEREDA QUEBRADONA
MONTERIA (CT),LA JULIA
MONTERIA (CT),LA PRADERA
SAHAGUN,CGTO LA YE
BOGOTA D.C. (CT),LIJACA E-1
BOGOTA D.C. (CT),SAN PABLO E-7
BOGOTA D.C. (CT),TURINGIA E-11
BOGOTA D.C. (CT),ABRAHAM LINCON E-6
BOGOTA D.C. (CT),QUINTA PAREDES E-13
BOGOTA D.C. (CT),LAS MARGARITAS E-7
BOGOTA D.C. (CT),RAFAEL ESCAMILLA E-19
BOGOTA D.C. (CT),CERRO VERDE E-2
BOGOTA D.C. (CT),CERRO VERDE E-2
BOGOTA D.C. (CT),CERRO VERDE E-2
BOGOTA D.C. (CT),LIJACA E-1
BOGOTA D.C. (CT),PATIO BONITO I E-8
BOGOTA D.C. (CT),TEUSAQUILLO E-13
BOGOTA D.C. (CT),LOS GRUPOS E-19
BOGOTA D.C. (CT),CASABLANCA I     E-8
BOGOTA D.C. (CT),CERROS DE ORIENTE E-18
BOGOTA D.C. (CT),LAS COLUMNAS E-4
BOGOTA D.C. (CT),MANDALAY I ETAPA E-8
BOGOTA D.C. (CT),SUBA CENTRO E-11
BOGOTA D.C. (CT),CARVAJAL E-10
BOGOTA D.C. (CT),CHAPINERO ALTO E-2
BOGOTA D.C. (CT),VILLA ALSACIA SECTOR A E-9
BOGOTA D.C. (CT),LA CABRERA E-2
BOGOTA D.C. (CT),EL TINTAL E-8
BOGOTA D.C. (CT),C. COMERCIAL SALITRE PLAZA E-9
BOGOTA D.C. (CT),LA TOSCANA E-11
BOGOTA D.C. (CT),SAN JOSE E-9
BOGOTA D.C. (CT),PATIO BONITO I E-8
BOGOTA D.C. (CT),NIZA NORTE E-11
BOGOTA D.C. (CT),HACIENDA SANTA BARBARA I SECTOR E-1
BOGOTA D.C. (CT),SUBA CENTRO E-11
BOGOTA D.C. (CT),SANTA LUCIA E-18
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),QUIRIGUA I E-10
BOGOTA D.C. (CT),CERRO VERDE E-2
BOGOTA D.C. (CT),CERRO VERDE E-2
BOGOTA D.C. (CT),EL PATIO III SECTOR E-8
BOGOTA D.C. (CT),PARQUE SIMON BOLIVAR E-13
BOGOTA D.C. (CT),OLAYA E-18
BOGOTA D.C. (CT),URB. INDUSTRIAL PENSILVANIA E-16
BOGOTA D.C. (CT),CHICO NAVARRA E-1
BOGOTA D.C. (CT),SAN JOAQUIN E-7
BOGOTA D.C. (CT),URB. CASA LINDA E-19
BOGOTA D.C. (CT),BANDERAS E-8
BOGOTA D.C. (CT),VILLA ELISA E-11
BOGOTA D.C. (CT),POLO CLUB E-12
MAICAO,CENTRO
GARZON,VEREDA LA ULAMA
GARZON,VEREDA LA ULAMA
NEIVA (CT),ALTO EMAYA
PITALITO,VEREDA LLANO GRANDE
SANTA MARTA (CT),PESCAITO
SANTA MARTA (CT),TAGANGA
VILLAVICENCIO (CT),ESTERO
VILLAVICENCIO (CT),ESTERO
VILLAVICENCIO (CT),JORDAN
VILLAVICENCIO (CT),EL RETIRO
VILLAVICENCIO (CT),CENTRO
VILLAVICENCIO (CT),REMANSOS DE ROSA BLANCA
VILLAVICENCIO (CT),REMANSOS DE ROSA BLANCA
VILLAVICENCIO (CT),REMANSOS DE ROSA BLANCA
IPIALES,SAN FELIPE
PASTO (CT),ALTAMIRA
PASTO (CT),POTRERILLO
PASTO (CT),POTRERILLO
PASTO (CT),EL ROSARIO
PASTO (CT),LA AURORA
PASTO (CT),PANDIACO
PASTO (CT),LA CAROLINA
TUQUERRES,CENTRO
CUCUTA (CT),BARRIO CERRO NORTE
CUCUTA (CT),URBANIZACION GARCIA HERREROS
CUCUTA (CT),BARRIO LA VICTORIA
OCANHA,BARRIO EL PENHON
ARMENIA (CT),GALAN
ARMENIA (CT),GALAN
ARMENIA (CT),EL RECREO
CALARCA,ZONA CENTRO
PEREIRA (CT),SECTOR PLAZA DE BOLIVAR
PEREIRA (CT),BAVARIA
PEREIRA (CT),KENNEDY
PEREIRA (CT),SECTOR PLAZA DE BOLIVAR
SAN ANDRES (CT),BARRIO MORRIS LANDING
BARRANCABERMEJA,SAN PEDRO CLAVER
BARRANCABERMEJA,BOSTON
BUCARAMANGA (CT),CABECERA DEL LLANO
BUCARAMANGA (CT),LA CONCORDIA
BUCARAMANGA (CT),MUTIS
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),ALARCON
BUCARAMANGA (CT),SAN FRANCISCO
BUCARAMANGA (CT),CABECERA DEL LLANO
BUCARAMANGA (CT),GARCIA ROVIRA
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),EL TEJAR
BUCARAMANGA (CT),SAN FRANCISCO
FLORIDABLANCA,CANHAVERAL
COROZAL,OSPINA PEREZ
SINCELEJO (CT),EL PROGRESO
SINCELEJO (CT),EL PROGRESO
SINCELEJO (CT),CIUDAD SATELITE
SINCELEJO (CT),CIUDAD SATELITE
IBAGUE (CT),LA FRANCIA
IBAGUE (CT),RICAURTE PARTE BAJA
CALI (CT),BRETANHA E9
CALI (CT),CHAMPAGNAT E19
CALI (CT),EL PRADO E11
CALI (CT),JULIO RINCON E12
CALI (CT),VILLACOLOMBIA E8
CALI (CT),LA CAMPINHA E2
CALI (CT),SUCRE E9
CALI (CT),MARIANO RAMOS E16
CALI (CT),LAS AMERICAS E8
CALI (CT),BELEN E20
CALI (CT),VERSALLES E2
CALI (CT),CGTO LA LEONERA E1
CALI (CT),LA MERCED E3
CALI (CT),LOS LAGOS E13
CALI (CT),BUENOS AIRES E18
CALI (CT),BUENOS AIRES E18
CALI (CT),SAN PEDRO E3
CALI (CT),LILI E17
CARTAGO,URB. SAN FERNANDO
PALMIRA,CGTO ROZO
PALMIRA,SIETE DE AGOSTO
SEVILLA,LA CONCORDIA
SEVILLA,LA CONCORDIA
TULUA,CEMENTERIO LOS OLIVOS
TULUA,VILLA CAMPESTRE
ZARZAL,CENTRO
BELLO,CIUDADELA DEL NORTE
BELLO,CIUDADELA DEL NORTE
BELLO,ALTOS DE NIQUIA
MEDELLIN (CT),CENTRO ADMINISTRATIVO C-10
MEDELLIN (CT),FLORIDA NUEVA C-11
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),ESTADIO C-11
MEDELLIN (CT),EL DIAMANTE C-7
MEDELLIN (CT),ESTADIO C-11
MEDELLIN (CT),EL CHAGUALO C-10
MEDELLIN (CT),GUAYAQUIL C-10
MEDELLIN (CT),EL POBLADO C-14
MEDELLIN (CT),LA AGUACATALA C-14
MEDELLIN (CT),LA CANDELARIA C-10
SAN RAFAEL,OBRERO
