BARRIO,ZONA
MARIANO RAMOS E16,URBANA
EL CEDRO E19,URBANA
PUERTO MALLARINO E7,URBANA
PRADOS DEL NORTE E2,URBANA
COLSEGUROS ANDES E10,URBANA
VIA CALI CANDELARIA (23-S-6-1),RURAL
EL CARMELO,URBANA
BOLIVAR E25,URBANA
JOSE MARIA HERNANDEZ,URBANA
SAN GERMAN,URBANA
ZONA INDUSTRIAL #1,URBANA
CAROLINA,URBANA
LAS PLAYAS C-16,URBANA
GUAYAQUIL C-10,URBANA
JESUS NAZARENO C-10,URBANA
CASTILLA C-5,URBANA
CASTILLA C-5,URBANA
SANTA FE C-15,URBANA
ESTADIO C-11,URBANA
LA MOTA C-16,URBANA
PRADO C-10,URBANA
MANILA C-14,URBANA
UINIVERSIDAD DE ANTIOQUIA  C-4,URBANA
FLORENCIA C-5,URBANA
LAS PALMAS C-10,URBANA
LAS INDEPENDENCIAS C-13,URBANA
EL POBLADO C-14,URBANA
ESTACION VILLA C-10,URBANA
BARRIO COLOMBIA C-14,URBANA
EL CHAGUALO C-10,URBANA
LA FLORESTA C-12,URBANA
KENNEDY C-6,URBANA
ESTACION VILLA C-10,URBANA
SANTA ANA,URBANA
LA PRADERA,URBANA
GRANADILLO,URBANA
SANTO DOMINGO DE GUZMAN,URBANA
VILLA SANTOS,URBANA
EL SANTUARIO,URBANA
VILLA SANTOS,URBANA
EL RIO,URBANA
GETSEMANI,URBANA
EL PROGRESO,URBANA
EL PROGRESO,URBANA
EL PROGRESO,URBANA
PLAZA PRINCIPAL LOS LIBERTADORES,URBANA
BARRIO CENTRO,URBANA
BARRIO EL TOPO,URBANA
CENTRO,URBANA
CENTRO,URBANA
GUAYACANES,URBANA
BARRIO CHIPRE,URBANA
CENTRO,URBANA
SECTOR COLEGIO INEM,URBANA
FUNDADORES,URBANA
CENTRO,URBANA
NUEVA GRANADA,URBANA
CENTRO,URBANA
SECTOR PARQUE SAN SEBASTIAN,URBANA
ALTOS DE MOLINO,URBANA
EL VISO,URBANA
CENTRO,URBANA
CENTRO,URBANA
PONTEVEDRA,URBANA
CIUDADELA 450 ANHOS,URBANA
LAS MARGARITAS,URBANA
MINUTO DE DIOS,URBANA
ALTO KENNEDY,URBANA
LA FLORESTA,URBANA
LA FLORIDA E-10,URBANA
BACHUE E-10,URBANA
LAS AGUAS E-17,URBANA
ROSALES E-2,URBANA
SAN VICTORINO E-14,URBANA
LAS NIEVES E-3,URBANA
RINCON VILLA MAYOR E-6,URBANA
MARLY E-2,URBANA
RINCON DE LOS ANGELES  E-8,URBANA
EL TINTAL E-9,URBANA
MONTEVIDEO E-9,URBANA
OLAYA E-18,URBANA
URB. CATALINA E-8,URBANA
GUSTAVO RESTREPO E-18,URBANA
AURES II E-11,URBANA
BOSQUE POPULAR E-10,URBANA
CIUDAD KENNEDY OCC E-8,URBANA
LOS PERIODISTAS E-8,URBANA
LA INDEPENDENCIA E-7,URBANA
SAN CRISTOBAL E-4,URBANA
OLARTE E-7,URBANA
LA SOLEDAD E-13,URBANA
EL NEVADO E-5,URBANA
GALERIAS E-13,URBANA
LA PERLA E-5,URBANA
RICAURTE E-14,URBANA
SIDAUTO E-10,URBANA
CARVAJAL E-8,URBANA
URB. LA CHUCUA E-8,URBANA
SANTANDER,URBANA
EL PROGRESO,URBANA
EL RETIRO,URBANA
CENTRO,URBANA
SUR ORIENTALES,URBANA
ACACIAS ETAPA II,URBANA
VILLA CAROLINA,URBANA
RODADERO SUR,URBANA
13 DE JUNIO,URBANA
TENERIA,URBANA
SAN FRANCISCO,URBANA
LAS VEGAS,URBANA
BULEVAR LA 19,URBANA
CENTRO HISTORICO,URBANA
EL MANACACIAS,RURAL
VILLA JULIA,URBANA
VEREDA VANGUARDIA,RURAL
VILLA JULIA,URBANA
OLIMPICO,URBANA
7 DE AGOSTO,URBANA
SAN BENITO,URBANA
EL BUQUE,URBANA
ARIGUANI,URBANA
VILLA MARIA,URBANA
AVENIDA PANAMERICANA,URBANA
BALCONES DE LA FRONTERA,URBANA
CHAMBU,URBANA
LOS CHILCOS,URBANA
AVENIDA PANAMERICANA,URBANA
LA RIVERA,URBANA
SAN IGNACIO,URBANA
CHAPAL,URBANA
PLAZA DEL CARNAVAL,URBANA
ESTADIO LIBERTAD,URBANA
AV. ESTUDIANTES,URBANA
CENTRO,URBANA
ESTADIO LIBERTAD,URBANA
ESTADIO LIBERTAD,URBANA
ESTADIO LIBERTAD,URBANA
AV. CHAMPAGNAT,URBANA
CENTRO,URBANA
CENTRO,URBANA
SANTA MONICA,URBANA
ESTADIO LIBERTAD,URBANA
SAN JUAN BOSCO,URBANA
ESTADIO LIBERTAD,URBANA
ESTADIO LIBERTAD,URBANA
CENTRO,URBANA
NIZA II,URBANA
ESTADIO LIBERTAD,URBANA
JULIAN BUCHELI,URBANA
JULIAN BUCHELI,URBANA
ESTADIO LIBERTAD,URBANA
BACHUE,URBANA
SIMON BOLIVAR,URBANA
BARRIO PRADOS DEL NORTE,URBANA
BARRIO CERRO PICO,URBANA
BARRIO LATINO,URBANA
BARRIO CENTRO,URBANA
BARRIO VIDELSO,URBANA
EL CENTRO,URBANA
BOSQUES DE PALERMO,URBANA
ECOMAR,URBANA
BOMBAY,URBANA
LOS LAGOS,URBANA
SECTOR PARQUE LA LIBERTAD,URBANA
SECTOR PLAZA DE BOLIVAR,URBANA
SECTOR GALERIA CENTRAL,URBANA
SECTOR ZONA ROSA,URBANA
B. CENTRO,URBANA
B. CENTRO,URBANA
EL CENTRO,URBANA
EL TRAPICHE,URBANA
EL CENTRO,URBANA
GALAN GOMEZ,URBANA
CABECERA DEL LLANO,URBANA
SAN GERARDO,URBANA
VILLAS DE SAN IGNACIO,URBANA
CALDAS,URBANA
ALTAMIRA,URBANA
LOS CAMBULOS,URBANA
POBLADO,URBANA
PALTO ALTO,URBANA
LAS DELICIAS,URBANA
BOSTON,URBANA
PLAZA MAJAGUAL,URBANA
PLAZA MAJAGUAL,URBANA
LIBERTADOR,URBANA
VRDA. AMAYARCO,RURAL
VRDA. AMAYARCO,RURAL
BALCANES,URBANA
QUINTAS,URBANA
MIRAMAR,URBANA
20 DE JULIO,URBANA
VRDA. EL PINAL,RURAL
VRDA MALACHI,RURAL
VIA BUENAVENTURA - BUGA,RURAL
CENTRO,URBANA
EL CARMEN,URBANA
ANTONIO NARINHO E16,URBANA
SAN CARLOS E11,URBANA
EL TRONCAL E8,URBANA
LILI E17,URBANA
VILLA DEL SUR E11,URBANA
PAMPA LINDA E19,URBANA
VALLE GRANDE E21,URBANA
LOS ALCAZARES E6,URBANA
EL LIDO E19,URBANA
LILI E17,URBANA
LILI E17,URBANA
JOSE MARIA CABAL,URBANA
SEMBRADOR,URBANA
OLIMPICO,URBANA
DEPORTIVO,URBANA
NAVARRA,URBANA
CIUDAD NIQUIA,URBANA
LA ARBOLEDA,URBANA
MESA,URBANA
ZONA CENTRO,URBANA
PILSEN,URBANA
CENTRO,URBANA
LA BOMBA,URBANA
LAS VIOLETAS C-16,URBANA
LAS ACACIAS C-11,URBANA
CONQUISTADORES C-11,URBANA
ASTORGA C-14,URBANA
GUAYABAL C-15,URBANA
ESTACION VILLA C-10,URBANA
LA CANDELARIA C-10,URBANA
EL RODEO C-15,URBANA
BELEN C-16,URBANA
CRISTO REY C-15,URBANA
LA CANDELARIA C-10,URBANA
ASTORGA C-14,URBANA
LA CAMELIA,URBANA
CIUDADELA 20 DE JULIO,URBANA
LOS ANGELES,URBANA
EL BOSQUE,URBANA
MIRAMAR,URBANA
SOLEDAD 2000,URBANA
LAS GAVIOTAS,URBANA
LOS CUSULES,URBANA
EL CABRERO,URBANA
EL LAGUITO,URBANA
BOCAGRANDE,URBANA
BARRIO CENTRO,URBANA
BARRIO CENTRO,URBANA
PARQUE PRINCIPAL,URBANA
CENTRO,URBANA
BARRIO LAS PENHITAS,URBANA
LA PRADERA,URBANA
LA FELISA,RURAL
CENTENARIO,URBANA
LOS ALCAZARES,URBANA
CENTRO,URBANA
CENTRO,URBANA
PLAZA DE TOROS,URBANA
LA ESTRELLA,URBANA
CENTRO,RURAL
CENTRO,URBANA
CENTRO,URBANA
CENTRO,URBANA
CENTRO,URBANA
EL CARMELO,URBANA
HISPANIA,URBANA
LA CANDELARIA,URBANA
SECTOR PARQUE SAN SEBASTIAN,URBANA
SECTOR PARQUE SAN SEBASTIAN,URBANA
CENTRO,URBANA
CENTRO,URBANA
VIA A FLORENCIA,RURAL
20 DE JULIO,URBANA
PROGRESO III,URBANA
NUEVO HABITAD,URBANA
VDA TUNIA,RURAL
SANTA CLARA,URBANA
LA ALDEA,URBANA
CENTRO,URBANA
MORALES DUQUE,URBANA
CENTRO,URBANA
INV. LA PRADERA,URBANA
EL PARAISO,URBANA
DON CARMELO,URBANA
LOS ROSALES,URBANA
AMERICAS,URBANA
LA ESPERANZA,URBANA
CHUCHURUBI,URBANA
EL CENTRO,URBANA
COSTA DE ORO,URBANA
MUZU E-6,URBANA
VISION DE COLOMBIA E-8,URBANA
CHAPINERO CENTRAL E-2,URBANA
SAN DIEGO BOSA E-7,URBANA
LA ESPERANZA E-12,URBANA
LA ESTANCIA E-19,URBANA
BELLAVISTA E-8,URBANA
SALAZAR GOMEZ E-16,URBANA
LOS DOS PUENTES,URBANA
CARVAJAL E-8,URBANA
EL RETIRO E-2,URBANA
BOSA CARBONEL II E-7,URBANA
URB. MADELENA I Y II SECTOR E-19,URBANA
LOS NARANJOS E-7,URBANA
MODELO E-12,URBANA
LA PLAYA E-19,URBANA
VER.GUACIMAL,RURAL
TRAMO DE VIA ALBANIA - CUESTESITAS,RURAL
OVIDIO MEJIA,URBANA
JOSE D BOSCAN,URBANA
JOSE D BOSCAN,URBANA
ACACIAS ETAPA II,URBANA
LAS GRANJAS,URBANA
SAN JORGE,URBANA
LAS BRISAS,URBANA
PORVENIR,URBANA
PORVENIR,URBANA
RODADERO TRADICIONAL,URBANA
PLAYA SALGUERO,URBANA
PLAYA SALGUERO,URBANA
RODADERO TRADICIONAL,URBANA
SANTA CRUZ,URBANA
CENTRO,URBANA
TAGANGA,URBANA
EL MANACACIAS,RURAL
MANACACIAS,URBANA
CENTRO,RURAL
PORFIA,URBANA
CENTAURO,URBANA
MARACOS,URBANA
CAUDAL NORTE,URBANA
PIAMONTE,URBANA
COVISAN,URBANA
VEREDA VANGUARDIA,RURAL
VEREDA VANGUARDIA,URBANA
LA ESPERANZA,URBANA
EL DARIEN,URBANA
RUMICHACA,URBANA
CENTRO,URBANA
PALERMO,URBANA
JERUSALEN,URBANA
LA MINGA,URBANA
LA MINGA,URBANA
MIJITAYO ALTO,URBANA
AV. LAS AMERICAS,URBANA
BOMBONA,URBANA
PUENTE DEL PROGRESO,URBANA
NUEVO,URBANA
SIMON BOLIVAR,URBANA
SAN FRANCISCO,URBANA
BARRIO PARAMO,URBANA
BARRIO ALTO PAMPLONITA,URBANA
BARRIO BRUSELAS,URBANA
"QUINDOS I, II Y III",URBANA
LA PATRIA,URBANA
LOS LIBERTADORES,URBANA
VDA. EL CHOCHO,RURAL
TERMINAL DE TRANSPORTES,URBANA
SECTOR PARQUE EL LAGO,URBANA
B. CENTRO,URBANA
CENTRO 2,URBANA
B. CENTRO,URBANA
EL CENTRO,URBANA
EL TRAPICHE,URBANA
JORGE ELIECER GAITAN,URBANA
COLOMBIA,URBANA
SAN ALONSO,URBANA
EL PORVENIR,URBANA
CIUDADELA REAL DE MINAS,URBANA
CABECERA DEL LLANO,URBANA
PABLO VI,URBANA
SAN FRANCISCO,URBANA
CENTRO,URBANA
EL PRADO,URBANA
CANHAVERAL,URBANA
LAGOS I,URBANA
EL PALENQUE,URBANA
LA POPA,URBANA
JUNIN,URBANA
CGTO RINCON DEL MAR,RURAL
CALLE NUEVA,URBANA
PUERTA ROJA,URBANA
MAJAGUAL,URBANA
ALTOS DE LA SABANA,URBANA
AV. LUIS CARLOS GALAN,URBANA
RURAL LA SIERRA VIA TOLU,RURAL
RURAL LA SIERRA VIA TOLU,RURAL
SAN RAFAEL,URBANA
CENTRO,URBANA
CENTRO,URBANA
CENTRO,URBANA
COQUETA,RURAL
JORDAN ARKCENTRO,URBANA
LOS PARRALES,URBANA
ALTO DE LA VIRGEN,URBANA
CENTRO,URBANA
MUELLE TURISTICO,URBANA
NUEVA BUENAVENTURA,URBANA
EL CARMEN,URBANA
VEREDA CASCAJAL E22,RURAL
CALDAS E18,URBANA
EL LIDO E19,URBANA
MANUELA BELTRAN E14,URBANA
CIUDADELA DEL RIO E21,URBANA
CIUDADELA DEL RIO E21,URBANA
JOSE M. MARROQUIN II E14,URBANA
VALLE GRANDE E21,URBANA
VALLE GRANDE E21,URBANA
CHAMPAGNAT E19,URBANA
JUANAMBU E2,URBANA
NAPOLES E18,URBANA
FENALCO KENNEDY E12,URBANA
BRETANHA E9,URBANA
CENTRO,URBANA
CENTRO,URBANA
CGTO. EL VINCULO,RURAL
CENTRO,URBANA
CENTRAL,URBANA
SANTA RITA,URBANA
RECTA CALI - PALMIRA,RURAL
NUEVO FATIMA,URBANA
BELALCAZAR E25,URBANA
MANZANAREZ,URBANA
PRADO,URBANA
CENTRO,URBANA
LA ARBOLEDA,URBANA
ZONA CENTRO,URBANA
JARDINES,URBANA
MESA,URBANA
SIMON BOLIVAR,URBANA
CENTRO,URBANA
CENTRO,URBANA
BOSTON C-10,URBANA
CASTILLA C-5,URBANA
CONQUISTADORES C-11,URBANA
ESTADIO C-11,URBANA
LA AGUACATALA C-14,URBANA
SAN MIGUEL C-8,URBANA
ROSALES C-16,URBANA
SAN JAVIER 1 C-13,URBANA
LA LOMA DE LOS BERNAL C-16,URBANA
LA CANDELARIA C-10,URBANA
VIA SANTA ELENA  C-9,RURAL
LA CANDELARIA C-10,URBANA
CARIBE C-5,URBANA
ARANJUEZ  C-4,URBANA
EL POBLADO C-14,URBANA
LORENA C-11,URBANA
LA CANDELARIA C-10,URBANA
SIMON BOLIVAR I,URBANA
SAN ROQUE,URBANA
DANIEL LEMAITRE,URBANA
EL LAGUITO,URBANA
PIE DEL CERRO,URBANA
VEREDA SAN RAFAEL,RURAL
BARRIO VILLA JULIANA,URBANA
BARRIO CENTRO,URBANA
TERMINAL DE TRANSPORTES,URBANA
GALERIAS,URBANA
VDA LA FELISA,RURAL
CENTRO,URBANA
SECTOR EL CABLE,URBANA
SECTOR PLAZA ALFONSO LOPEZ P.,URBANA
PALOGRANDE,URBANA
CENTRO,URBANA
BARRIO VILLAPILAR,URBANA
BARRIO GALERIAS,URBANA
CENTRO,URBANA
CENTRO,URBANA
CENTRO,URBANA
SECTOR PARQUE SAN SEBASTIAN,URBANA
FUNDADORES,URBANA
CENTRO,URBANA
CENTRO,URBANA
LA CANDELARIA,URBANA
LA CANDELARIA,URBANA
LA CANDELARIA,URBANA
LA CANDELARIA,URBANA
LA CANDELARIA,URBANA
LA CANDELARIA,URBANA
BERLIN,URBANA
BOLIVAR,URBANA
CENTRO,URBANA
LA GRANJA,URBANA
SANTA ELENA,URBANA
EL ALIVIO,URBANA
CGTO BATATAS,RURAL
SAN DIEGO BOSA E-7,URBANA
SIDAUTO E-10,URBANA
VEINTE DE JULIO E-4,URBANA
VERBENAL E-1,URBANA
ARBORIZADORA BAJA E-19,URBANA
LUCERO BAJO E-19,URBANA
PATIO BONITO I E-8,URBANA
TINTALITO E-8,URBANA
LA GAITANA E-11,URBANA
URB. NUEVA ZELANDIA E-11,URBANA
SAN ANTONIO E-15,URBANA
SAN MATEO,URBANA
QUINTANARES,URBANA
CHAPINERO,URBANA
VILLA MATILDE,URBANA
PREDIOS POZOS COLORADOS,URBANA
RODADERO SUR,URBANA
SANTA MONICA,URBANA
URBANIZACION RIASCOS,URBANA
LA LUCHA,URBANA
EL TRIUNFO,URBANA
MANACACIAS,RURAL
VILLA BOLIVAR,URBANA
CENTRO,URBANA
SAN BENITO,URBANA
CENTRO,URBANA
CENTRO,URBANA
LAS VIOLETAS I,URBANA
SAN FERNANDO,RURAL
IDEMA,URBANA
VILLA RECREO,URBANA
SAN FELIPE,URBANA
BARRIO LLERAS RESTREPO,URBANA
CENTRO,URBANA
CENTRO,URBANA
LA PRADERA,URBANA
SECTOR CC. UNICENTRO CUBA,URBANA
ESTACION VILLEGAS,RURAL
SECTOR CENTRO,URBANA
EL CENTRO,URBANA
EL CENTRO,URBANA
BATALLON NUEVA GRANADA,URBANA
LA UNIVERSIDAD,URBANA
EL CARMEN IV,URBANA
BALCONES DE GALIXIA,URBANA
CENTRO,URBANA
CENTRO,URBANA
CENTRO P/TA,URBANA
SETOR CANAPRO,URBANA
6 DE ENERO,URBANA
PIEDRA PINTADA PARTE ALTA,URBANA
CENTRO,URBANA
CENTRO,URBANA
VIA CALI - BUENAVENTURA,RURAL
VIA CALI - BUENAVENTURA,RURAL
EL POBLADO I E13,URBANA
CHIPICHAPE E2,URBANA
CAMINO REAL - J BORRERO E19,URBANA
CAMINO REAL - J BORRERO E19,URBANA
SAN JOAQUIN E17,URBANA
SAN JUDAS TADEO I E10,URBANA
BELEN (23-S-2-1),URBANA
EL PORVENIR E24,URBANA
EL LIDO (26-1),URBANA
PANORAMA E25,RURAL
ALTOS DE NIQUIA,URBANA
NIQUIA QUITASOL,URBANA
VDA. EL PINAR,RURAL
CENTRO,URBANA
VDA. CARDALITO,RURAL
TAHAMIES,URBANA
SIMON BOLIVAR,URBANA
OBRERO,URBANA
LA CANDELARIA C-10,URBANA
VILLANUEVA C-10,URBANA
SAN JAVIER 1 C-13,URBANA
LA FRANCIA  C-2,URBANA
CARIBE C-5,URBANA
U.D. ATANASIO GIRARDOT C-11,URBANA
EL POBLADO C-14,URBANA
LA LIBERTAD C-8,URBANA
LA CANDELARIA C-10,URBANA
CARIBE,URBANA
AEROPUERTO,RURAL
LA GALLERA,URBANA
EL BOSQUE,URBANA
LA ESPERANZA,URBANA
LOS GUARATAROS,URBANA
EL ROSARIO,URBANA
BARRANQUILLITA,URBANA
LOS JOBOS,URBANA
LA MAGDALENA,URBANA
EL ANCIA,URBANA
LA BOQUILLA,URBANA
EL BIFFI,URBANA
SAN FERNANDO,URBANA
PARQUE PRINCIPAL,URBANA
JUAN GRANDE,URBANA
SOLANO,URBANA
EL PRADO,URBANA
VDA. PIRGUA,RURAL
CENTRO,URBANA
CENTRO,URBANA
VDA.LAS CAMELIAS,RURAL
CAMPO AMOR,URBANA
CENTRO,URBANA
COLSEGUROS,URBANA
CENTRO,URBANA
ABBAS TURBAY,URBANA
CENTRO,URBANA
BELEN,URBANA
VDA YARUMALES,RURAL
EL PAJONAL,URBANA
SECTOR EL PEAJE,RURAL
SAN JOAQUIN,URBANA
EL PROGRESO,URBANA
GARUPAL II,URBANA
GARUPAL II,URBANA
SANTA ANA,URBANA
KENNEDY,URBANA
VEREDA LAS MARCELITAS,URBANA
SAN PEDRO,URBANA
LAS AMERICAS,URBANA
LAS AMERICAS,URBANA
VILLA MARGARITA,URBANA
SECTOR PLAYA BLANCA,RURAL
SECTOR PLAYA BLANCA,RURAL
QUINTA CAMACHO E-2,URBANA
CIUDAD KENNEDY CENTRAL E-8,URBANA
EL VERGEL E-14,URBANA
EL TUNAL II E-6,URBANA
MARLY E-2,URBANA
SAN BLAS II E-4,URBANA
ROMA  E-8,URBANA
LA ESMERALDA E-13,URBANA
VERACRUZ E-3,URBANA
LA AZUCENA A E-7,URBANA
EL CAIRO E-15,URBANA
BARRIO LA PLAYA,URBANA
URB. NUEVA MARSELLA I SECTOR E-8,URBANA
CLARET E-18,URBANA
BALMORAL,URBANA
CHAPINERO,URBANA
CANDIDO LEGUIZAMO,URBANA
LAS CRISTALINAS,URBANA
ACACIAS ETAPA II,URBANA
ENCENILLO,URBANA
CENTRO,URBANA
GAIRA TRADICIONAL,URBANA
CENTRO HISTORICO,URBANA
20 DE JULIO,URBANA
BONANZA,URBANA
CENTRO,URBANA
VENCEDORES,URBANA
PLAYA RICA,URBANA
VEREDA LAS MERCEDES,RURAL
DONHA LUZ,URBANA
LAS CRUCES,RURAL
IDEMA,URBANA
BARRIO MARABELITO,URBANA
BUENOS AIRES,URBANA
SECTOR CAM,URBANA
EL PESCADOR,URBANA
LA PAZ CENTRO,URBANA
ROCIO BAJO,RURAL
CRUCERO DE COMBIA,RURAL
BAVARIA,URBANA
EL CENTRO,URBANA
MIRAFLORES,URBANA
MIRAFLORES,URBANA
TERRAZAS,URBANA
ANTONIA SANTOS,URBANA
DIAMANTE I,URBANA
DIAMANTE II,URBANA
LA INMACULADA,URBANA
CENTRO,URBANA
JUNIN,URBANA
SAN FRANCISCO P/TA,URBANA
URB. VILLAS DE ANDALUCIA,URBANA
EL CENTRO,URBANA
EL PORVENIR,URBANA
CGTO LAS LLANADAS,RURAL
SECTOR LA PLAYA,URBANA
ESPANHA,URBANA
SAN LUIS,URBANA
CRUZ DE MAYO,URBANA
CALLE CAUCA,URBANA
EL REPOSO,URBANA
LA CAMPINHA,URBANA
VILLA LUZ,URBANA
R-9 (URB. SAN BUENAVENTURA),URBANA
LOS NARANJOS I E14,URBANA
JUNIN E9,URBANA
ULPIANO LLOREDA E13,URBANA
ARANJUEZ E9,URBANA
CGTO LA VORAGINE E22,URBANA
SANTA ROSA E3,URBANA
PETECUY I E6,URBANA
LAS GRANJAS E10,URBANA
PIZAMOS I E21,URBANA
EL LIDO E19,URBANA
CHIPICHAPE E2,URBANA
NAZARETH,URBANA
NIQUIA BIFAMILIAR,URBANA
EL CAMPING,URBANA
EL CAMPING,URBANA
PARAISO,URBANA
VDA. ENCERILLOS,RURAL
SANTA CRUZ,URBANA
CENTRO,URBANA
VDA. EL PORVENIR,URBANA
LA DALIA,RURAL
CRISTO REY C-15,URBANA
MANRIQUE 2  C-3,URBANA
CARLOS E. RESTREPO C-11,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
LORETO  C-9,URBANA
FLORIDA NUEVA C-11,URBANA
BOSTON C-10,URBANA
GUAYAQUIL C-10,URBANA
LA CANDELARIA C-10,URBANA
SURAMERICANA C-11,URBANA
MANILA C-14,URBANA
CALLE NUEVA C-10,URBANA
LA CANDELARIA C-10,URBANA
GUAYABAL C-15,URBANA
LA CANDELARIA C-10,URBANA
VILLANUEVA C-10,URBANA
LA BALSORA,URBANA
LOS SALADOS,RURAL
PARQUE PRINCIPAL,URBANA
LOS PINOS,RURAL
LOS LIBERTADORES,URBANA
CENTRO,URBANA
SIMON BOLIVAR,URBANA
SIMON BOLIVAR,URBANA
EL PARAISO,URBANA
NUEVA GRANADA,URBANA
LAS PALMAS,URBANA
CORDIALIDAD,URBANA
LAS NIEVES,URBANA
REBOLO,URBANA
CENTRO,URBANA
EL SILENCIO,URBANA
CENTRO,URBANA
CENTRO,URBANA
BARRIO CENTRO,URBANA
CENTRO,URBANA
VILLA HERMOSA,URBANA
SECTOR EL CABLE,URBANA
CENTRO,URBANA
JUAN XXIII,URBANA
CADILLAL,URBANA
BETANIA,URBANA
EL PARAISO,URBANA
VEREDA,RURAL
CENTRO,URBANA
VILLA CASTRO,URBANA
URB. LORENZO MORALES,URBANA
CGTO DE CECILIA,RURAL
VILLA MELISA,URBANA
PETARE,URBANA
DANUBIO AZUL I Y II SECTOR E-7,URBANA
PALESTINA E-7,URBANA
QUINTA CAMACHO E-2,URBANA
GALERIAS E-13,URBANA
COFRADIA E-9,URBANA
NORMANDIA E-10,URBANA
EL RETIRO E-2,URBANA
VEINTE DE JULIO E-4,URBANA
LOS ANDES E-12,URBANA
LA SOLEDAD E-13,URBANA
TEUSAQUILLO E-13,URBANA
RESTREPO E-15,URBANA
SANTA FE E-14,URBANA
URB. SAN PATRICIO E-1,URBANA
FRANCO E-9,URBANA
NIZA NORTE E-11,URBANA
PALOQUEMAO E-14,URBANA
BONANZA E-10,URBANA
URB. PONTEVEDRA I SECTOR E-11,URBANA
URB. SANTA HELENA DE BAVIERA IV E-11,URBANA
LOS MONJES E-10,URBANA
VILLA LUZ E-10,URBANA
POLO CLUB E-12,URBANA
EL RECREO E-7,URBANA
QUINTA CAMACHO E-2,URBANA
ANTONIO GRANADO SUBA E-11,URBANA
LA VICTORIA NORTE E-11,URBANA
PARAISO,URBANA
20 DE JULIO,URBANA
COOPERATIVO,URBANA
SAN ANTONIO,URBANA
SAN ANTONIO,URBANA
CANAIMA,URBANA
VILLA ESPINOZA,URBANA
VILLA ESPINOZA,URBANA
VILLA ESPINOZA,URBANA
SEVILLANO,RURAL
SEVILLANO,RURAL
VISTA HERMOSA,URBANA
RODADERO SUR,URBANA
EL EMPORIO,URBANA
ANILLO VIAL,URBANA
LA ESCALA,URBANA
TRABAJADORES,URBANA
AVENIDA PANAMERICANA,RURAL
EL MIRADOR,RURAL
SAN ANDRES,URBANA
VILLA GUERRERO,URBANA
SANTA MONICA,URBANA
SAN IGNACIO,URBANA
CAICEDONIA,URBANA
LA ROSA,URBANA
PARQUE INFANTIL,URBANA
PANDIACO,URBANA
CENTRO,URBANA
MARIDIAZ,URBANA
BARIO LA RIVIERA,URBANA
BARRIO BLANCO,URBANA
GALAN,URBANA
LA CASTELLANA,URBANA
SECTOR PARQUE EL LAGO,URBANA
SANTA TERESITA,URBANA
SAN JOSE SUR,URBANA
SECTOR PARQUE LA LIBERTAD,URBANA
SECTOR PARQUE EL LAGO,URBANA
PINARES,URBANA
BELMONTE ALTO COM. FERROCARRIL,URBANA
SECTOR PARQUE LA LIBERTAD,URBANA
SECTOR PARQUE LA LIBERTAD,URBANA
B. OSANAN,URBANA
URIBE URIBE,URBANA
COLOMBIA,URBANA
LIBERTAD,URBANA
BUENOS AIRES,URBANA
SAN MIGUEL,URBANA
URB. PRADOS DEL MUTIS,URBANA
MODELO,URBANA
MUTIS,URBANA
URB. COLSEGUROS NORTE,URBANA
EL REPOSO,URBANA
ALTAMIRA APARTAMENTOS,URBANA
LAGOS II,URBANA
EL OASIS,URBANA
ANILLO VIAL,URBANA
VIA PUENTE NACIONAL - SAN GIL,RURAL
UBATE-PUENTE NACIONAL,RURAL
UBATE-PUENTE NACIONAL,RURAL
COMUNEROS,RURAL
CGTO CHOCHO,RURAL
CGTO CHOCHO,RURAL
CENTRO,URBANA
EL SALADO,URBANA
JORDAN VI ETAPA,URBANA
CENTENARIO,URBANA
LA FRANCIA,URBANA
COMBEIMA,URBANA
SANTA ELENA E10,URBANA
EL JARDIN E11,URBANA
PARQUE DE LA CANHA E7,URBANA
EDUARDO SANTOS E12,URBANA
CAMINO REAL - J BORRERO E19,URBANA
CHAMPAGNAT E19,URBANA
URB. TEQUENDAMA E19,URBANA
MOJICA E15,URBANA
BELALCAZAR E9,URBANA
LA HACIENDA E17,URBANA
MARROQUIN I E14,URBANA
EL REFUGIO E19,URBANA
ALFONSO B. ARAGON E14,URBANA
SAN PEDRO E3,URBANA
CIUDADELA DEL RIO E21,URBANA
SAN JOAQUIN E17,URBANA
EL GRAN LIMONAR E17,URBANA
LA CASCADA E19,URBANA
GUAYAQUIL E9,URBANA
VALLE GRANDE E21,URBANA
PORTAL DE JORDAN E24,URBANA
CGTO PAVAS E27,URBANA
CAMILO TORRES,URBANA
LA FLORIDA,URBANA
CIUDAD NIQUIA,URBANA
EL MIRADOR,URBANA
LA COLOMBIANITA,URBANA
MACHADO,URBANA
VDA. JUAN COJO,RURAL
LA UNION,URBANA
SANTA MARIA # 1,URBANA
EL HIPODROMO,URBANA
CAROLINA,URBANA
LA CIUDADELA,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
SIMON BOLIVAR C-12,URBANA
LA CANDELARIA C-10,URBANA
PRADO C-10,URBANA
LOS BALSOS 1 C-14,URBANA
ROSALES C-16,URBANA
LA CANDELARIA C-10,URBANA
